EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,SECTOR,SIZE_BUCKET,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS,REVENUE,PROGRAM_PCT,IS_HOLLOW,IS_TURBULENT
526192240,RICHARD H HODGSON TRUST NO 23081-0,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201609,1,04,000000000,2,01,202312,5,4,00,1,12,865810.0,472650.0,,T20,MERC SAFE DEP & TR CO TTEE,Philanthropy & Foundations,Medium,Richard H Hodgson Trust No 23081 0,46867,84767,-44.71,-8770,1.08,turbulent,23398,0.0,False,True
526226700,LOUISE SLOAN ROWLAND CHARITABLE TRUST,% PNC BANK N A - TRUSTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1200,198409,1,17,602000000,2,01,202407,4,3,01,0,07,370463.0,76680.0,70622.0,,,Unknown,Small,Louise Sloan Rowland Charitable Trust,22890,34228,-33.12,-5936,0.39,strong_momentum_down,19241,0.0,False,False
526227723,G ARNOLD PFAFFENBACH CHURCH FUND TRUST,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198411,1,04,004000000,2,01,202312,4,4,00,1,12,250048.0,150013.0,,,,Unknown,Small,G Arnold Pfaffenbach Church Fund Trust,10792,16200,-33.38,-5979,0.68,turbulent,1740,0.0,False,True
526248055,C HERBERT MARSHALL FUND B,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201706,1,04,000000000,2,01,202312,4,4,00,1,12,244083.0,152170.0,,T22,,Philanthropy & Foundations,Small,C Herbert Marshall Fund B,15187,38193,-60.23,-19649,1.01,turbulent,-2620,,False,True
526262285,AGT SUCC TR UW MABEL L WILLIAMS,% BANK OF AMERICA NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202205,1,04,000000000,2,01,202312,5,4,00,1,12,745715.0,491811.0,,,DOUGLAS GEORGE R TTEE,Unknown,Medium,Agt Succ Tr Uw Mabel L Williams,35303,251251,-85.95,-18817,1.8,turbulent,5411,0.0,False,True
526283430,KNOTT TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1700,201601,1,04,000000000,2,01,202312,6,4,00,1,12,4464915.0,496996.0,,X20,,Religion,Medium,Knott Trust,312999,302732,3.39,-64502,1.39,turbulent,248120,0.0,True,True
526332718,THE THEOPHILUS & MARIE COVER WHITE MEMORIAL FUND,% MERCANTILE SAFE DEPOSIT & TRUST C,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198803,1,04,531000000,1,01,202312,6,6,00,1,12,1247563.0,1186394.0,,,,Unknown,Large,The Theophilus & Marie Cover White Memorial Fund,54174,113926,-52.45,-31211,0.54,turbulent,25761,0.0,False,True
526390308,THE ROSENTHAL-STATTER FOUNDATION,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198907,1,04,602000000,1,01,202312,6,6,00,1,12,2345430.0,1302728.0,,,,Unknown,Large,The Rosenthal Statter Foundation,176788,140345,25.97,-107741,0.33,uncategorized,96543,0.0,True,False
526397679,UNIV OF MD DENTAL SCHOOL DAVIS TR,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201512,1,04,000000000,2,01,202312,5,4,00,1,12,863258.0,499446.0,,T50,PNC BANK NA TTEE,Philanthropy & Foundations,Medium,Univ Of Md Dental School Davis Tr,70816,67754,4.52,-34221,1.0,turbulent,13004,0.0,False,True
526433103,EUGENE A DAWKINS TR UW,% PNC BANK NA TRUSTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201407,1,04,000000000,2,01,202312,5,4,00,1,12,623761.0,403476.0,,P99,,Human Services,Medium,Eugene A Dawkins Tr Uw,31262,57336,-45.47,-13926,0.68,turbulent,7758,0.0,False,True
526523270,JULIA HOPKINS PICKERING RESIDUARY TRUST,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199302,1,04,602000000,2,01,202312,6,6,00,1,12,3976563.0,2272184.0,,,,Unknown,Large,Julia Hopkins Pickering Residuary Trust,233118,353482,-34.05,-175866,0.33,strong_momentum_down,111055,0.0,True,False
526595351,HAROLD GLASSMAN TR UA FBO C BURR ARTZ LIBRARY,% PNC BANK N A TTEE TAX DEPT,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199511,1,04,602000000,2,01,202312,4,4,00,1,12,432408.0,295813.0,,T99Z,,Philanthropy & Foundations,Medium,Harold Glassman Tr Ua Fbo C Burr Artz Library,28705,54294,-47.13,-32103,1.16,turbulent,-13651,,False,True
526631847,FRANK D BROWN JR CHARITABLE TR I,% FOUNDATION SOURCE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199409,0,04,909000000,6,01,202312,6,4,00,1,12,1097874.0,216413.0,,,,Unknown,Small,Frank D Brown Jr Charitable Tr I,77252,75811,1.9,29687,0.49,stable,97647,0.0,True,False
526808936,HILDA C LANDERS CHARITABLE TR,% OBER KALER GRIMES & SHRIVER,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199705,1,04,040000000,2,01,202312,7,7,00,1,12,5882385.0,5125392.0,,Z99Z,MERING DONALD R TTEE,Unknown,Large,Hilda C Landers Charitable Tr,344671,385143,-10.51,-76074,0.41,weak_down,253134,0.0,True,False
526839921,RICHARD ELY B TW WE HOSP,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202101,1,04,000000000,2,01,202312,4,3,00,1,12,127704.0,82143.0,,W12,,Public Benefit,Small,Richard Ely B Tw We Hosp,5942,8433,-29.54,-4241,0.48,strong_momentum_down,415,0.0,False,False
526839922,ELY RICHARD B FOR PHELPS SCHOOL,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1200,202406,1,04,000000000,2,01,202312,4,3,00,1,12,119123.0,77059.0,,T20,,Philanthropy & Foundations,Small,Ely Richard B For Phelps School,5120,16810,-69.54,-3714,0.96,turbulent,-42,,False,True
526919434,GILFILLAN M AND A CHARITABLE TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199809,1,17,602000000,2,01,202312,7,6,01,0,12,6270659.0,1144661.0,171209.0,T22Z,,Philanthropy & Foundations,Large,Gilfillan M And A Charitable Trust,626508,458629,36.6,-150217,0.58,turbulent,304252,0.0,True,True
526955775,SHUFF FOUNDATION,% PNC BANK N A TTEE TAX DEPT,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199906,1,04,000000000,2,01,202312,8,7,00,1,12,12652208.0,8833191.0,,T21,,Philanthropy & Foundations,Large,Shuff Foundation,625863,932197,-32.86,186287,0.67,turbulent,301195,0.0,True,True
527005996,JESSE & HELEN COGGINS MEMORIAL TR,% MERCANTILE-SAFE DEPOSIT & TRUST,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200002,1,04,000000000,2,01,202312,5,4,00,1,12,521550.0,273597.0,,T22,,Philanthropy & Foundations,Medium,Jesse & Helen Coggins Memorial Tr,45166,38866,16.21,-45676,0.53,turbulent,15396,0.0,False,True
527054483,MARTIN LUTHER LUTHERAN CHURCH FUND TR,% NATIONAL CITY BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200109,1,04,000000000,2,01,202312,5,4,00,1,12,539209.0,358912.0,,T22,ANDREWS WILLIAM TTEE,Philanthropy & Foundations,Medium,Martin Luther Lutheran Church Fund Tr,53553,41167,30.09,-54509,0.45,uncategorized,22932,0.0,False,False
527056703,ORPHA J MCGAREY CHARITABLE TR,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200103,1,04,000000000,2,01,202408,6,5,00,1,08,2962067.0,905516.0,,T21,,Philanthropy & Foundations,Medium,Orpha J Mcgarey Charitable Tr,121019,243202,-50.24,183561,0.84,turbulent,170029,0.0,True,True
527100427,JOHN E AND ELIZABETH KURTZ CHARITABLE FOUNDATION,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200009,1,04,000000000,2,01,202404,5,5,00,1,04,884869.0,647816.0,,T90,,Philanthropy & Foundations,Medium,John E And Elizabeth Kurtz Charitable Foundation,50639,80675,-37.23,-75130,0.66,turbulent,-9813,,False,True
527142891,KATHERINE E FRY CHARITABLE TR,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200910,1,04,000000000,1,01,202312,4,4,00,1,12,420988.0,264624.0,,T22,,Philanthropy & Foundations,Medium,Katherine E Fry Charitable Tr,18098,67899,-73.35,-15022,0.95,turbulent,-756,,False,True
527144455,EDWARD GOODWIN PERPETUAL CHARITABLE TR,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200809,1,04,000000000,1,01,202312,6,6,00,1,12,2160176.0,1415987.0,,T20,,Philanthropy & Foundations,Large,Edward Goodwin Perpetual Charitable Tr,90198,206470,-56.31,-4939,0.63,turbulent,15620,0.0,False,True
527155874,CHARLES W PEHNA JR SCHOLARSHIP TR,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200108,1,04,000000000,2,01,202312,4,4,00,1,12,319747.0,205906.0,,B82,,Education,Small,Charles W Pehna Jr Scholarship Tr,13676,37717,-63.74,-9698,0.71,turbulent,417,0.0,False,True
540846925,RUFFED GROUSE SOCIETY,,100 HIGH TOWER BLVD STE 101,PITTSBURGH,PA,15205,3255,03,6,2000,198912,1,16,350000000,1,01,202312,8,7,01,0,12,13405561.0,8160953.0,6824713.0,C300,,Environment,Large,Ruffed Grouse Society,6568143,5494759,19.53,-2024057,0.32,weak_up,5553723,0.0,True,False
541392712,INTERNATIONAL MICROELECTRONICS AND PACKAGING SOCIETY,% BRIAN SCHIEMAN,PO BOX 14727,PITTSBURGH,PA,15234,0000,03,3,1200,202301,1,15,199000000,1,01,202406,4,4,01,0,06,361696.0,161622.0,147147.0,B82,THE MICROELECTRONICS FOUNDATION,Education,Small,International Microelectronics And Packaging Society,23783,16860,41.07,-15515,0.45,uncategorized,10452,0.0,False,False
541772446,ANALYTIC SERVICES INC ANSER VOLUNT EMPLOYEES BENEFIC ASSOCN,% RIGGS BANK NA PERSONAL TRUST,500 1ST AVE,PITTSBURGH,PA,15219,0000,09,3,1000,199607,2,00,265000000,2,01,202409,6,6,01,0,09,2479906.0,1114882.0,306183.0,,,Unknown,Large,Analytic Services Inc Anser Volunt Employees Benefic Assocn,97627,179219,-45.53,16103,1.2,turbulent,80517,0.0,True,True
541806157,CLEAN AND SOBER HUMANS ASSOCIATION INC,,827 BROADWAY AVE,MCKEES ROCKS,PA,15136,0000,03,3,1000,199712,1,15,995123000,1,01,202312,1,3,02,0,12,5121.0,34992.0,34992.0,F21,,Mental Health & Crisis,Micro,Clean And Sober Humans Association Inc,52298,105243,-50.31,-2086,0.58,turbulent,53368,0.0,True,True
541814360,INDEPENDENT ELECTRICAL CONTRACTORS FOUNDATION,% LANA AL-AMIN,PO BOX 1015,MONROEVILLE,PA,15146,0000,03,3,2000,199610,1,16,995126000,1,01,202406,6,6,01,0,06,2370139.0,4414000.0,3776529.0,J22,,Employment,Large,Independent Electrical Contractors Foundation,1335406,720633,85.31,879853,0.52,turbulent,1876841,21.04,False,True
541841654,INTERNATIONAL SURFACE FABRICATORS A SSOCIATION INC,,736 W INGOMAR RD UNIT 627,INGOMAR,PA,15127,0000,06,3,1000,199806,2,00,200000000,1,01,202312,5,5,01,0,12,524751.0,725672.0,725672.0,,,Unknown,Medium,International Surface Fabricators A Ssociation Inc,687962,648824,6.03,189089,0.32,weak_up,758032,10.25,True,False
542180439,ALLEGHENY COUNTY PARKS FOUNDATION INC,% CHESTER R BABST III,675 OLD FRANKSTOWN RD,PITTSBURGH,PA,15239,0000,03,3,1000,201006,1,15,000000000,1,01,202312,7,6,01,0,12,5249752.0,2997966.0,2705527.0,S20,,Community Development,Large,Allegheny County Parks Foundation Inc,1983921,1557363,27.39,1016349,0.68,turbulent,2610960,0.0,True,True
546504386,JOSEPH AND HELEN WEINBERGER SCHOLARSHIP FUND,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200306,1,04,000000000,2,01,202406,5,4,00,1,06,522887.0,189341.0,,T22,PNC BANK N A TTEE,Philanthropy & Foundations,Small,Joseph And Helen Weinberger Scholarship Fund,21275,81155,-73.78,-68788,1.04,turbulent,-17296,,False,True
546603260,ANNE CANNON TRUST,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200406,1,04,000000000,2,01,202312,5,4,00,1,12,682486.0,173570.0,,T20,,Philanthropy & Foundations,Small,Anne Cannon Trust,53727,53781,-0.1,-43758,0.36,stable,22970,0.0,False,False
546641829,ALBERT E MARKLEY CHARITABLE TR,% PNC BANK N A TTEE TAX DEPT,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200603,1,04,000000000,2,01,202312,4,4,00,1,12,336082.0,224698.0,,T20,,Philanthropy & Foundations,Small,Albert E Markley Charitable Tr,17023,39803,-57.23,-11556,0.7,turbulent,1476,0.0,False,True
550810294,SMITHFIELD EAST END CEMETERY CORPORATION,% STUART NYE HUTCHINSON III,1634 S DALLAS AVE,PITTSBURGH,PA,15217,0000,13,3,1000,200310,1,00,000000000,1,01,202312,6,4,01,0,12,1323640.0,386986.0,77731.0,Y50,,Mutual Benefit,Medium,Smithfield East End Cemetery Corporation,89182,89538,-0.4,12874,0.21,stable,86404,26.77,False,False
550815267,WORLDCOM INC HEALTH AND WELFARE PLAN VEBA,% BNY MELLON ASSET SVC,500 GRANT ST,PITTSBURGH,PA,15219,0000,09,3,1000,200402,2,00,000000000,2,01,202312,0,1,02,0,12,0.0,497.0,497.0,Y43,,Mutual Benefit,Micro,Worldcom Inc Health And Welfare Plan Veba,11615,109538,-89.4,-20377,2.11,turbulent,6777,0.0,False,True
550877412,PATRICIA D & JAMES J DOLAN FOUNDATION,% JAMES J DOLAN,90 BETA DR,PITTSBURGH,PA,15238,0000,03,3,1000,200501,1,04,000000000,2,01,202312,1,1,00,1,12,1956.0,1.0,,T22,,Philanthropy & Foundations,Micro,Patricia D & James J Dolan Foundation,1,1,0.0,0,2.17,turbulent,1,0.0,False,True
550886515,PARTNERS FOR QUALITY INC,,250 CLEVER RD,MCKEES ROCKS,PA,15136,0000,03,3,1000,200503,1,17,000000000,1,01,202406,6,7,01,0,06,4291628.0,6144830.0,6144830.0,P82,,Human Services,Large,Partners For Quality Inc,4203794,2364535,77.79,488215,0.42,strong_momentum_up,4345255,100.0,False,False
550886516,LIFEWAYS INC,,250 CLEVER RD,MCKEES ROCKS,PA,15136,0000,03,3,1000,200503,1,16,000000000,1,01,202406,3,4,01,0,06,63316.0,132305.0,132305.0,P82,,Human Services,Small,Lifeways Inc,243509,839867,-71.01,-446425,0.43,strong_momentum_down,133565,100.0,False,False
556162719,WHEELING-PITTSBURGH STEEL CORPORATION RETIREE BENEFITS PLAN,% WHEELING-PITTSBURGH STEEL CORP,60 BOULEVARD OF THE ALLIES 5TH FLR,PITTSBURGH,PA,15222,0000,09,3,1000,200603,2,00,000000000,1,01,202312,9,7,01,0,12,66906142.0,8179730.0,4018052.0,Y43,,Mutual Benefit,Large,Wheeling Pittsburgh Steel Corporation Retiree Benefits Plan,5600467,11340241,-50.61,-3020741,0.52,turbulent,3911272,49.75,False,True
561730181,GEORGIA-CAROLINAS PCI,% PETER FINSEN,3000 MASON LN APT 3308,PITTSBURGH,PA,15205,0000,06,3,1000,199211,2,00,200000000,1,01,202312,4,5,01,0,12,466151.0,535084.0,517991.0,,,Unknown,Medium,Georgia Carolinas Pci,474366,494746,-4.12,63363,0.15,stable,496789,17.99,True,False
561895438,PIEDMONT NATURAL GAS 501C 9 TR FOR RETIRED BARGAINING UNIT EMPLOYEES,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253,0000,09,3,1000,199604,2,00,265000000,2,01,202312,8,7,01,0,12,17236006.0,5884452.0,1974294.0,,,Unknown,Large,Piedmont Natural Gas 501 C 9 Tr For Retired Bargaining Unit Employees,1100930,812937,35.43,-14105,0.32,uncategorized,888337,0.0,True,False
561895440,PIEDMONT NATURAL GAS 501C 9 TR FOR RETIRED NON-BARGAINING EMPLOYEES,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253,0000,09,3,1000,199604,2,00,265000000,2,01,202312,5,7,01,0,12,984501.0,6240723.0,212640.0,,,Unknown,Large,Piedmont Natural Gas 501 C 9 Tr For Retired Non Bargaining Employees,594140,553456,7.35,-186001,0.57,turbulent,420123,0.0,True,True
562289600,PRESBYTERIAN SENIORCARE FOUNDATION,% PRESBYTERIAN SENIORCARE,1215 HULTON RD,OAKMONT,PA,15139,0000,03,3,1000,200303,1,17,000000000,1,01,202312,7,6,01,0,12,7577742.0,4316990.0,3518717.0,L11,,Housing & Shelter,Large,Presbyterian Seniorcare Foundation,3932304,2640775,48.91,-881946,0.57,turbulent,3282874,0.0,True,True
562395474,TENTH STREET ELEMENTARY PARENTS TEACHER ORGANIZATION INC,% PATRICK FOLARON,901 PENNSYLVANIA AVE,OAKMONT,PA,15139,0000,03,3,1000,200405,1,16,000000000,1,01,202406,3,4,01,0,06,44743.0,111745.0,13378.0,B90,TENTH STREET PTO INC,Education,Small,Tenth Street Elementary Parents Teacher Organization Inc,24194,22550,7.29,33751,0.51,turbulent,42235,0.0,False,True
562413904,EDWARD & ROSE BERMAN LEGACY FOUNDATION,% JEFFREY FINKELSTEIN,2000 TECHNOLOGY DR,PITTSBURGH,PA,15219,0000,03,3,1000,200408,1,17,000000000,1,01,202306,5,4,01,0,06,726731.0,306082.0,147122.0,T12,,Philanthropy & Foundations,Medium,Edward & Rose Berman Legacy Foundation,100026,424418,-76.43,8601,1.05,turbulent,147122,0.0,True,True
562420913,JEFFERSON REGIONAL FOUNDATION,,470 STREETS RUN RD STE 301,PITTSBURGH,PA,15236,0000,03,3,1000,201506,1,23,000000000,1,01,202406,9,8,01,0,06,124276428.0,29612900.0,3988877.0,E11,,Health,Major,Jefferson Regional Foundation,7739252,4902456,57.86,2395229,2.04,turbulent,8684501,0.0,True,True
562430637,PA HOCKEY FOUNDATION,% JEFFREY C MAURO,PO BOX 10598,PITTSBURGH,PA,15235,0000,03,3,1200,200705,1,16,000000000,1,01,202306,3,4,01,0,06,28602.0,147188.0,147188.0,N40,,Recreation & Sports,Small,Pa Hockey Foundation,73044,91732,-20.37,20114,0.41,uncategorized,119623,0.0,True,False
562449126,WIEGAND MORNING STAR FOUNDATION INCORPORATED,% PHILLIPS WIEGAND,508 ALLEGHENY RIVER BLVD STE 212,OAKMONT,PA,15139,0000,03,3,1000,200407,1,04,000000000,1,01,202312,7,7,00,1,12,5264704.0,7669478.0,,T20,,Philanthropy & Foundations,Large,Wiegand Morning Star Foundation Incorporated,2467690,444551,455.1,-1324026,1.46,turbulent,-157079,,False,True
562476876,ASSOCIATION OF THEOLOGICAL SCHOOLS,,10 SUMMIT PARK DR,PITTSBURGH,PA,15275,0000,03,3,1200,200503,1,17,000000000,1,01,202406,9,7,01,0,06,68645238.0,6246678.0,6246678.0,B195,,Education,Large,Association Of Theological Schools,12717016,6597381,92.76,17912960,0.76,turbulent,23610116,5.3,True,True
562476881,COMMISSION ON ACCREDITING OF THE ASSOCIATION OF THEOLOGICAL SCHOOLS,,10 SUMMIT PARK DR,PITTSBURGH,PA,15275,0000,03,3,1000,200503,1,16,000000000,1,01,202406,6,6,01,0,06,1184850.0,1541183.0,1541183.0,B02,,Education,Large,Commission On Accrediting Of The Association Of Theological Schools,1422963,1425448,-0.17,63706,0.1,stable,1529492,20.78,False,False
562493506,BAREBONES PRODUCTIONS INC,,7056 MEADE PL,PITTSBURGH,PA,15208,0000,03,3,1200,201612,1,15,000000000,1,01,202312,4,4,01,0,12,330197.0,319130.0,319130.0,A65,BAREBONES PRODUCTIONS,Arts & Culture,Medium,Barebones Productions Inc,187264,263081,-28.82,524,0.61,turbulent,157402,22.78,False,True
562516819,SEWICKLEY ACADEMY HOME AND SCHOOL ASSOCIATION,,315 ACADEMY AVE,SEWICKLEY,PA,15143,0000,03,3,1200,200508,1,16,000000000,1,01,202406,4,4,01,0,06,204786.0,140302.0,140302.0,B94,,Education,Small,Sewickley Academy Home And School Association,94119,156503,-39.86,102512,0.27,uncategorized,124382,0.0,True,False
562519798,EMMAUS COMMUNITY OF PITTSBURGH FOUNDATION,% LORRAINE S WAGNER,2821 SARAH ST,PITTSBURGH,PA,15203,0000,03,3,1000,200606,1,17,000000000,1,01,202306,6,6,01,0,06,3657598.0,1809058.0,654906.0,F11,,Mental Health & Crisis,Large,Emmaus Community Of Pittsburgh Foundation,705282,586943,20.16,477782,0.36,strong_momentum_up,933239,0.0,True,False
562524841,HAIR PEACE CHARITIES,% BONNY HALL,102 CLEVELAND AVE,PITTSBURGH,PA,15202,0000,03,3,1000,200509,1,15,000000000,1,01,202412,4,4,01,0,12,155189.0,215879.0,202418.0,G19,,Diseases & Disorders,Small,Hair Peace Charities,188917,147226,28.32,107269,0.39,strong_momentum_up,188342,0.0,True,False
562554331,ETNA VOLUNTEER FIRE DEPARTMENT,% LAURA E WHITE,27 CRESCENT ST,PITTSBURGH,PA,15223,0000,03,3,6000,201109,1,16,000000000,1,01,202312,4,4,01,0,12,427344.0,181241.0,140737.0,M24,,Public Safety,Small,Etna Volunteer Fire Department,196248,140231,39.95,25177,0.67,turbulent,227544,0.0,True,True
562656539,RETIREE MEDICAL SAVINGS ACCOUNT PLAN,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253,0000,09,3,1000,200709,2,00,000000000,2,01,202312,8,6,01,0,12,10742159.0,1682600.0,1682600.0,Y43,RMSA TRUST,Mutual Benefit,Large,Retiree Medical Savings Account Plan,1035282,903515,14.58,103948,0.32,weak_up,1121497,90.27,False,False
562659501,WOMENS CENTER AND SHELTER CIVIL LAW PROJECT,,PO BOX 9024,PITTSBURGH,PA,15224,0000,03,3,1000,200711,1,17,000000000,1,01,202406,7,5,01,0,06,8773535.0,767602.0,767602.0,P11,,Human Services,Medium,Womens Center And Shelter Civil Law Project,608258,764112,-20.4,-79254,0.78,turbulent,622718,0.0,True,True
566571743,W F KING JR AND LORRAINE HAYES KING SCHOLARSHIP FUND,% BNY MELLON N A,GUILFORD COLLEGE-C/O BNY MELLONPO,PITTSBURGH,PA,15230,0000,03,3,1000,200210,1,04,000000000,1,01,202312,5,4,00,1,12,704354.0,123744.0,,Z99,GUILFORD COLLEGE TRUSTEE,Unknown,Small,W F King Jr And Lorraine Hayes King Scholarship Fund,58491,50984,14.72,22032,0.53,turbulent,51543,0.0,True,True
566624021,ARTHUR F WALTERS AND SELMA C WALTERS SCHOLARSHIP FUND,% PNC BANK N A TAX DEPT,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200404,1,04,000000000,2,01,202312,7,6,00,1,12,5507299.0,1300872.0,,B82,,Education,Large,Arthur F Walters And Selma C Walters Scholarship Fund,431136,399640,7.88,-207051,0.42,weak_up,237555,0.0,True,False
566678314,1990 JOHN H AND EMMA P VAN GORDEN CRUT,% BNY MELLON NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,200709,1,04,000000000,1,01,202403,7,5,00,1,03,5590198.0,978004.0,,T30,,Philanthropy & Foundations,Medium,1990 John H And Emma P Van Gorden Crut,565430,426984,32.42,-624170,1.21,turbulent,-223262,,False,True
571067276,INTERNATIONAL FOUNDATION FOR AUTONOMOUS AGENTS & MULTIAGENT SYS,% DAVID PARKES,300 FOX CHAPEL RD APT 610,PITTSBURGH,PA,15238,0000,03,3,1000,202406,1,15,995123000,1,01,202306,4,5,02,0,06,337002.0,542706.0,426208.0,B03,,Education,Medium,International Foundation For Autonomous Agents & Multiagent Sys,112319,121195,-7.32,55482,0.77,turbulent,60016,0.0,True,True
571152660,NURSE PRACTITIONER ASSOCIATION OF SOUTHWESTERN PENNSYLVANIA,% DENISE SHARBOUGH,104 EVERGLADE DR,PITTSBURGH,PA,15235,0000,06,3,2000,200308,2,00,000000000,5,01,202312,1,1,02,0,12,8629.0,9193.0,9193.0,S41,NPASP,Community Development,Micro,Nurse Practitioner Association Of Southwestern Pennsylvania,2973,7243,-58.95,1500,0.46,uncategorized,3875,0.0,False,False
571173984,ACHIEVEMENT REWARDS FOR COLLEGE SCIENTISTS FOUNDATION INC,% JEANNE B BERDIK,PO BOX 9117,PITTSBURGH,PA,15224,0000,03,3,1000,200307,1,15,000000000,1,01,202406,4,4,01,0,06,262631.0,105906.0,105906.0,B82,PITTSBURGH CHAPTER,Education,Small,Achievement Rewards For College Scientists Foundation Inc,120716,169988,-28.99,-108859,0.24,strong_momentum_down,51059,0.0,True,False
571220778,UNITED TACONITE LLC SUPPLEMENTAL UNEMPLOYMENT BENEFIT PLAN TR,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253,0000,17,3,1000,200609,2,00,000000000,2,01,202312,1,1,02,0,12,69.0,5638.0,5638.0,Y43,,Mutual Benefit,Micro,United Taconite Llc Supplemental Unemployment Benefit Plan Tr,5534,11445,-51.64,6394,2.14,turbulent,11499,0.0,False,True
576217882,UNITED TACONITE LLC RETIREE BENEFIT TR,% THE BANK OF NEW YORK MELLON,PO BOX 535007,PITTSBURGH,PA,15253,0000,09,3,1000,200610,2,00,000000000,2,01,202312,8,7,01,0,12,21920551.0,6914692.0,623779.0,Y43,,Mutual Benefit,Large,United Taconite Llc Retiree Benefit Tr,1084869,1693994,-35.96,-3909203,0.75,turbulent,-1084390,,False,True
582004214,ACADEMY OF ACUTE CARE PHYSICAL THERAPY INC,,2400 ARDMORE BLVD STE 302,PITTSBURGH,PA,15221,0000,06,3,2000,199210,2,00,149123000,5,01,202312,6,4,01,0,12,1061379.0,323648.0,323648.0,,PHYSICAN THERAPY ASSOCIATION,Unknown,Medium,Academy Of Acute Care Physical Therapy Inc,283099,339170,-16.53,-154911,0.29,weak_down,210355,76.18,False,False
