EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
616087475,STUART P HEMPHILL TR B,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197408,1,04,602000000,2,01,202401,5,4,00,1,01,644098,429864,,,
616094299,ALBERT A BRENNAN FOUNDATION,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201605,1,04,928000000,2,01,202409,7,6,00,1,09,7612416,2253928,,T20,
616094702,ROSA KELLER TR A UA,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198812,1,04,602000000,2,01,202406,4,4,00,1,06,310340,132029,,,
616094703,ROSE KELLER TR B TR UA,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198812,1,04,602160000,2,01,202312,4,4,00,1,12,375482,240945,,,
616102245,C C CHENAULT JR ARGICULTURAL FDA,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197610,1,04,602000000,2,01,202408,6,6,00,1,08,3824182,1321344,,,
616102246,C C CHENAULT JR AGRICULTURAL EDUCATION FUND B,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197609,1,04,199000000,2,01,202408,6,5,00,1,08,2440778,823685,,,
616102921,J L HARMAN EDUCATIONAL FUND,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201812,1,04,909000000,2,01,202406,6,4,00,1,06,1159483,263300,,T23,NATIONAL CITY BANK & TRUST CO
616102926,FAY STARK TR UW FBO ALLEN CO WAR MEM HOSP,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,6,6,00,1,12,1548351,1045663,,,TRUST CO TTEE
616104875,HUTCHISON MEMORIAL TRUST FUND C O FIRST KENTUCKY TRUST COMPANY,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,197707,1,04,602000000,2,01,202404,4,4,00,1,04,238803,146348,,,
616106235,MARIE LOUISE WOODSON FOUNDATION,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,197512,1,17,602000000,2,01,202307,6,5,01,0,07,1255057,909494,-76277,B43I,
616107233,GRIFFIN PLEISS CHARITABLE TR,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201609,1,04,000000000,2,01,202401,4,4,00,1,01,427319,237888,,T22,
616114156,MOUNT TABOR CHURCH CEM TRUST,% CITIZENS FIDELITY BANK & TRUST CO,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,3,1000,198002,0,00,909000000,6,12,202407,4,4,00,1,07,126757,110901,,,
616114162,CHARLES A RANDOLPH FUND,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199408,1,04,602000000,2,01,202409,5,4,00,1,09,771385,239196,,T90Z,
616114573,W A HANGER CHARITABLE TRUST,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198802,1,04,602000000,2,01,202410,8,6,00,1,10,17878764,3184494,,,
616116216,KENTUCKY HEART ASSOCIATION-WARREN FUND,% PNC ADVISORS,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201704,1,04,909000000,2,01,202407,5,4,00,1,07,567041,123250,,E11,
616117542,OTIS T TURNER MEMORIAL FUND TR,,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201904,1,04,909000000,2,01,202407,5,4,00,1,07,509936,125450,,T20,
616119193,AMERICAN CANCER SOCIETY-WARREN FUND,% PNC BANK NATIONAL ASSOCIATION,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201905,1,04,909000000,2,01,202407,5,4,00,1,07,634025,179339,,T22,
616125263,05-THE FILSON CLUB ET AL TUW,% PNC BANK N A TRUSTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,193005,1,04,602000000,2,01,202407,4,4,00,1,07,493099,108160,,,
616127090,JOHN H DINK TUW,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201612,1,04,000000000,2,01,202312,4,4,00,1,12,429193,243748,,T20,
616133401,KOSAIR CHARITIES WILCOX FD TRUST NO 41386-00-0,% PNC ADVISORS TRUSTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199105,1,04,602000000,2,01,202312,4,3,00,1,12,139400,36189,,,
616134453,LITTLE SISTERS OF THE POOR,% CITIZENS FIDELITY BANK AND TRUST,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199204,1,04,602000000,2,01,202312,4,4,00,1,12,487931,317401,,,
616137579,C W LAMPKIN CHARITABLE TRUST,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,198407,1,04,560000000,2,01,202312,6,5,00,1,12,1197707,785205,,,
616139922,KATHERINE S AVELLAR FUND 3,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201711,2,04,000000000,2,01,202312,6,5,00,1,12,3154237,927569,,T22,
616141966,RICHARDSON ROBERTA J TRUW-U,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201509,1,04,000000000,2,01,202312,6,5,00,1,12,1047421,678131,,T20,
616143347,ADSMORE PERPETUAL CARE FD TR UW KATHERINE R GARRETT 070384,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199309,1,17,060000000,2,01,202312,6,6,01,0,12,1957383,1456899,66326,A50I,
616149122,EPISCOPAL CHURCH HOME TRUST,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,198606,1,04,152000000,2,01,202411,4,3,00,1,11,337354,94753,,,
616149311,ANNA SCHULMAN CHAR TR UW,% PNC ADVISORS,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199108,1,04,602000000,2,01,202312,4,4,00,1,12,370438,379639,,,
616151099,W R MOORE CHARITABLE TRUST,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201703,1,04,000000000,2,01,202312,6,5,00,1,12,1167482,776692,,T22,
616155883,MARGARET D SMOCK CHARITABLE TRUST,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1200,200311,1,04,909000000,2,01,202408,6,6,00,1,08,4940836,1705650,,V36,
616158552,E C MILLION MEMORIAL PARK TR,% PNC ADVISORS P2-PTPP-10-2,PNC TRUST DEPARTMENT 620 LIBERTY AV,PITTSBURGH,PA,15222,0000,03,3,1000,198903,1,03,355000000,2,01,202312,7,6,00,1,12,5144900,1916015,,N32,
616158566,MARY COFER TRIGG,% CITIZENS FIDELITY BANK-HARDIN CO,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199105,1,04,602000000,2,01,202312,6,5,00,1,12,1479235,904623,,,
616159751,CLARK CO REG MED CTR S BUSH,% PNC ADVISORS,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,000000,0,00,909000000,6,12,202312,4,4,00,1,12,409097,249932,,,
616160125,CLARK CO REG MED CTR S MCCORMICK,% PNC ADVISORS,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,3,1000,000000,0,00,000000000,6,12,202312,4,4,00,1,12,162932,107947,,,
616162922,MORTON CENTER TRUST,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199109,1,04,602573000,2,01,202408,6,5,00,1,08,1615927,517116,,F20I,54159-000
616163014,UNIVERSITY OF LOUISVILLE ALTSHELER TRUST UNDER WILL,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199002,1,04,998000000,2,01,202312,5,5,00,1,12,588776,611641,,T90Z,
616167181,O N BURGESS SCHOLARSHIP FUND,% NATIONAL CITY BANK KY TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201910,1,04,000000000,2,01,202312,4,4,00,1,12,333780,198872,,T22,
616168361,FISCHER-OWEN ORTHOPEDIC FUND,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199002,1,04,602000000,2,01,202408,7,6,00,1,08,6280102,2367426,,G9DI,
616168565,PRUITT FBO MT UNION CH TRUW-U,% PNC BANK N A,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,4,4,00,1,12,183338,110964,,,
616172504,ELBERT GARY SUTCLIFFE SCHOLARSHIP TR UW 015383,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199203,1,04,040000000,2,01,202402,4,4,00,1,02,475504,321390,,,
616172589,PEGGY AND MARGARET DUPAQUIER CHARITABLE TR,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199507,1,04,602000000,2,01,202407,6,4,00,1,07,1404331,286626,,T90I,
616174229,JAMES W WILLMOTT MEMORIAL TR II,% PNC BANK NA TRUSTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199010,1,04,040000000,2,01,202409,6,5,00,1,09,2548790,580659,,,
616181241,MAUDE VELLE & WILLIAM B BROWN MEMORIAL TR UA 33-L202-00-0,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201408,1,04,000000000,2,01,202312,5,4,00,1,12,609331,376019,,T90,
616182357,ALMA BRABANDT FBO BARDSTONN ROAD PRESBYTERIAN CHURCH TRUST,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199604,1,04,909000000,2,01,202409,5,4,00,1,09,678747,114719,,P20Z,
616187375,JAMES B MCCARTHY TR UW 011990,% TRUST TAX DEPT,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201509,1,03,000000000,2,01,202312,4,2,00,1,12,323256,19852,,T23,PNC BANK KENTUCKY INC
616188070,HARRIET SARGENT ASHER CHARITABLE TRUST,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201902,1,04,000000000,2,01,202406,6,5,00,1,06,1142164,930645,,,FBO RED BIRD MISSION 8343
616188074,HARRIET SARGENT ASHER CHARITABLE TRUST,% PNC BANK NATIONAL ASSOCIATION CO-,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201902,1,04,000000000,2,01,202406,6,5,00,1,06,1185065,926080,,,
616192446,SARA C CASSIDY SUCC TR UW 44-20-L167-002,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201409,1,04,000000000,2,01,202402,4,4,00,1,02,364711,245888,,T20,NATIONAL CITY BANK KENTUCKY
616200545,SPRING MEADOWS-GLENDALE TUW-CRAFTON,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199607,1,04,602000000,2,01,202408,6,6,00,1,08,2785819,2829681,,T20Z,
616202889,NORRIS & MARY JANE MCPHERSON MEMORIAL FUND,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199412,1,04,602000000,1,01,202408,6,4,00,1,08,1569905,340487,,T30Z,
616206389,EDGEL PAUL AND GARNET E THOMPSON CHARITABLE TRUST-THOMPSON FAMILY,,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199310,1,04,040000000,2,01,202402,4,4,00,1,02,463982,332974,,,
616206843,JAMES B & LOIS MCCARTHY TR UW 011990 & FUND 2 80810017077018,% TRUST TAX DEPT,500 FIRST AVE P7PFSC03Z,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,202312,3,1,00,1,12,71640,3890,,,PNC BANK KENTUCK INC
616220812,JOHN B MCFERRAN TR UW FBO JANE B MCFERRAN MEMORIAL FUND 20-1238-003,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199605,1,04,160000000,2,01,202404,6,6,00,1,04,3831067,1486067,,T90Z,
616224961,MARTHA MOTHERSHEAD TUW 05-26-93 80-80-001-2599011 FBO ST GREGORY T,% PNC BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199606,1,04,029000000,2,01,202407,5,5,00,1,07,868449,881040,,T00Z,
616229319,FLORA B CHERRY TR UW,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,1,1000,199701,1,04,602000000,2,01,202408,5,4,00,1,08,886793,323969,,T20Z,
616232637,BESSIE B BARKER TR UW FBO WALNUT HILL CHURCH,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200302,1,04,909000000,1,01,202312,4,4,00,1,12,384769,254165,,X010,
616235945,PAULINE WALKER & POWELL DUFF FUND TUW,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,199711,1,04,602000000,2,01,202312,5,3,00,1,12,599861,33543,,T20I,
616238923,VIRGIL ALDRIDGE FBO CENTRAL BAPTIST CHURCH TR UW 44 38-K005-007,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199901,1,04,000000000,2,01,202407,4,3,00,1,07,318578,76659,,X11,
616252774,KAUFMAN & COFFMAN SCHOLARSHIP FUND 3402834800,% JPMORGAN CHASE BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,000000,0,04,000000000,0,01,202312,5,4,00,1,12,732963,452296,,,
616286993,OPAL GODFREY BRENAN CHARITABLE TR UA 03021995,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200312,1,04,000000000,2,01,202312,7,6,00,1,12,6690673,4623250,,T20,
616320623,HAWKINS EDUCATIONAL FOUNDATION FOR BALDWIN COUNTY,% COMPASS BANK TTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,200701,1,04,000000000,2,01,202407,6,6,00,1,07,3320093,2482392,,T20,
616321918,ALICE BREWER TEST TR,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200811,1,04,000000000,1,01,202312,5,5,00,1,12,608042,697885,,B82,
616433804,ROBERT & ESTHER BLACK FAMILY FDN,% PNC BANK NA TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201210,1,04,000000000,1,01,202312,8,6,00,1,12,15601939,3822446,,T20,
616571891,EASTERN CATHOLIC BENEFIT TR,,66 RIVERVIEW AVE,PITTSBURGH,PA,15214,0928,03,9,1700,194603,1,21,031150120,5,01,,0,0,13,0,12,,,,,
616624548,CHARLOTTE HANSEN CHARITABLE TR,,500 1ST AVE,PITTSBURGH,PA,15219,0000,92,0,1000,000000,0,00,000000000,0,12,202412,4,3,00,1,12,364520,73033,,,PNC BANK TTEE
616646613,HAROLD O POWELL CHARITABLE TR,% PNC BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,202201,1,04,000000000,2,01,202312,5,6,00,1,12,754747,1280960,,T22,
620365555,HARDWOOD MANUFACTURERS ASSOCIATION,,2681 SIDNEY STREET OFFICE 128,PITTSBURGH,PA,15203,0000,06,3,2000,194211,2,00,065207200,1,01,202402,5,5,01,0,02,947538,733917,733917,,
620855133,UNITED STEELWORKERS,% IRVIN CALLISTE,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,196802,2,00,263264279,5,01,202412,0,0,02,0,12,0,0,0,,LOCAL 9-2360
621585504,WILDWOOD FOUNDATION TR,% PNC BANK NA,116 ALLEGHENY CTR MALL P8-YB35-02-,PITTSBURGH,PA,15212,0000,03,3,1000,199510,1,04,602000000,2,01,202312,5,3,00,1,12,528796,33737,,T22Z,MCDOUGALL SALLY HOUSTON TTEE
621844703,UNITED STEELWORKERS,% IRVINE CALLISTE,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,194012,0,00,263059269,5,01,202412,0,0,02,0,12,0,0,0,,3006 LOCAL
621857713,AMERICAN ASSOCIATION OF PHSYCIAN LIASIONS INC,% BETH KASSALEN,461 COCHRAN ROAD - BOX 246,PITTSBURGH,PA,15228,0000,06,3,2000,201412,2,00,000000000,5,01,202312,4,4,01,0,12,120589,246288,246288,S40,
626328884,THE@BERTHA & HARRY BAILEN ENDOWMENT FUND,% PNC BANK NA,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199807,1,04,296000000,2,01,202406,6,4,00,1,06,1002920,224350,,T22Z,
626341431,JESSICA AND MARVIN KATTERJOHN MEMORIAL FUND,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201603,1,04,000000000,2,01,202312,4,4,00,1,12,167187,112598,,T22,
626343891,MAGDALEN MCDOWELL EVANS TR UW FBO UNIVERSITY OF LA SCHOOL OF MEDICIN,% PNC BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200308,1,04,000000000,2,01,202312,6,6,00,1,12,1901805,1269781,,T22,
626343892,MAGDALEN MCDOWELL EVANS TRUST UW FBO FIRST CHRISTIAN CHURCH,% PNC ADVISORS,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,200311,1,17,000000000,2,01,202312,6,6,01,0,12,1932202,1339905,6445,T20,
626385481,JOHN L STREET JR CRUT FB LIBRARY,% PNC BANK,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201809,1,04,000000000,1,01,202312,4,4,00,1,12,166461,115443,,T90,
630703960,UNITED STEELWORKERS,% MICHAEL SMITH,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,194012,2,00,263059269,5,01,202312,0,0,02,0,12,0,0,0,,00543 LOCAL
636153898,IRMA B MOORE SCHOLARSHIP TRUST IRR,% PNC BANK NATIONAL ASSOCIATION,116 ALLEGHENY CTR MALL P8YB3502,PITTSBURGH,PA,15212,0000,03,3,1000,202405,1,04,000000000,2,01,,0,0,00,1,12,,,,,
636168762,LEWIS M DAVOLL IRRV CHARITABLE REMAINDER UNITR FBO ESTENE PARKER,% COMPASS BANK TTEE,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,03,3,1000,201904,1,04,928000000,2,01,202312,4,4,00,1,12,147726,111155,,T20,
640559439,UNITED STEELWORKERS,% LUCAINE MITCHELL,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,197011,2,00,279000000,5,01,202412,0,0,02,0,12,0,0,0,,00975L LOCAL
650211764,ADOLPH AND ROSE LEVIS FAM FOUNDATION,% BNY MELLON NA TTEE,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199009,1,04,602922000,1,01,202411,7,6,00,1,11,8017806,4406659,,,LEVIS ADOLPH & ROSE TTEES
650869344,GING FOUNDATION INC,,8870 DUNCAN AVE APT 344,PITTSBURGH,PA,15237,0000,03,3,1000,199811,1,04,602000000,1,01,202312,5,4,00,1,12,764968,263025,,T30Z,
651176292,ETNA ECONOMIC DEVELOPMENT CORPORATION,,437 BUTLER ST,PITTSBURGH,PA,15223,0000,03,3,1000,200403,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
651234532,PITTSBURGH AREA LUTHERAN MINISTRIES,,535 N NEVILLE ST,PITTSBURGH,PA,15213,0000,03,3,1000,201202,1,15,000000000,1,01,202312,4,5,01,0,12,120111,559857,559857,X99,
651242630,MISSIONARY TEMPLE MINISTRIES,% LEONARD JONES,238 PENN CIRCLE EAST,PITTSBURGH,PA,15215,0000,03,3,7000,201001,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
651305546,DIVINE INTERVENTION MINISTRIES,% HOLLY STEVENSON,1401 FORBES AVE,PITTSBURGH,PA,15219,0000,03,3,1000,201006,1,15,000000000,1,01,202312,3,3,02,0,12,33232,37561,37561,I20,
651307739,CATHOLIC CHARITIES HEALTH CARE CENTER INC,,111 BOULEVARD OF THE ALLIES,PITTSBURGH,PA,15222,0928,03,9,7000,194603,1,10,031150120,5,01,202306,6,6,06,0,06,2531091,1423627,1422470,,
651309452,ITALIAN ETHNIC FOUNDATION INC,% LAWRENCE RICH,2006 BROAD HILL FARMS RD,MOON TOWNSHIP,PA,15108,0000,03,3,1000,200712,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B90,
651319540,MID-ATLANTIC SAFETY AND HEALTH ALLIANCE INC,% WILLIAM M BERNHART,4008 ALDEN DR,PITTSBURGH,PA,15220,0000,03,3,2000,200912,1,15,000000000,1,01,202409,0,0,02,0,09,0,0,0,E70,
656218520,JOHN H SYKES CHARITABLE FOUNDATION INC,% FIRST UNION NATIONAL BANK AGT,PO BOX 185,PITTSBURGH,PA,15230,0000,03,3,1000,199704,1,04,602000000,1,01,202408,6,6,00,1,08,3358446,1583938,,T22Z,
656438868,CLARA E THOMPSON TR UW CHARITIES 46-P04895,% PNC BANK NA,116 ALLEGHENY CENTER MALL P8YB3502L,PITTSBURGH,PA,15212,0000,92,0,1000,000000,0,00,000000000,0,12,202312,6,6,00,1,12,4888493,3008489,,,
660835765,NOMA PITTSBURGH INC,% RICCARDY VOLCY,925 LIBERTY AVE,PITTSBURGH,PA,15222,0000,06,3,3000,202309,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S41,
680516246,ALPHA OMICRON LAMBDA CHARITIES,% CHENITS PETTIGREW,PO BOX 4991,PITTSBURGH,PA,15206,0000,03,3,1000,200302,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
680549479,URBAN MOUNTAIN GATHERING PLACE INC,,213 BAILEY AVE,PITTSBURGH,PA,15211,0000,03,3,1700,200306,1,15,000000000,1,01,,4,3,00,0,12,,,,X20,
680646404,TITAN TIRE CORPORATION VOLUNTARY RETIREE BENEFIT TRUST,% EMILY M NEWPORT,60 BOULEVARD OF THE ALLIES 5TH FL,PITTSBURGH,PA,15222,0000,09,3,1000,200901,2,00,000000000,2,01,202405,9,8,01,0,05,59086958,14595978,2179577,Y43,EMILY NEWPORT TTEE
710870180,KENNEDY TOWNSHIP INDEPENDENT VOLUNTEER FIRE COMPANY RELIEF ASSO,% GEORGE P PLUTTO,1796 PINE HOLLOW RD,MCKEES ROCKS,PA,15136,0000,04,3,1000,200307,2,00,000000000,1,01,202312,3,3,01,0,12,43744,56740,56740,M99,
710875076,ST CLAIR HEALTH CORPORATION,% RICHARD C CHESNOS,1000 BOWER HILL RD,PITTSBURGH,PA,15243,5858,03,9,1000,201104,1,17,000000000,1,01,,5,7,01,0,06,,,,E21,ST CLAIR ANESTHESIOLOGY ASSOCIATES
710881142,GREAT PYRENEES CLUB OF WESTERN PENNSYLVANIA,% CHRISTINE RUPP,8 GERMAN SQ,PITTSBURGH,PA,15203,0000,03,3,4000,201106,1,16,000000000,1,01,202408,0,0,02,0,08,0,0,0,D20,
710890471,UNION PROJECT,% JESSICA KING,801 N NEGLEY AVE,PITTSBURGH,PA,15206,0000,03,3,1000,200211,1,15,000000000,1,01,202408,6,6,01,0,08,2691046,1068806,1041554,S30,
710988357,CHRISTIAN LEGAL AID OF PITTSBURGH INC,,801 UNION AVE,PITTSBURGH,PA,15212,0000,03,3,1000,200608,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,I80,
711043902,UNIQUE SERVICES FOR ALL,,500 SHELBOURNE AVE,PITTSBURGH,PA,15221,0000,03,3,1000,201406,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P20,UNIQUE SERVICES FOR ALL
716060101,UNITED STEELWORKERS,% MICHAEL MARTIN,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,196607,2,00,279000000,5,01,202412,0,0,02,0,12,0,0,0,,00769L LOCAL
720571748,UNITED STEELWORKERS,% DAVID DELANEUVILLE,60 BLVD OF THE ALLIES,PITTSBURGH,PA,15222,0260,05,9,3000,196802,2,00,263264279,5,01,202412,0,0,02,0,12,0,0,0,,06296 LOCAL
721528123,ALLEGHENY COUNCIL TO IMPROVE OUR NEIGHBORHOODS-HOUSING INC,% ACTION HOUSING INC,5824 FORWARD AVE,PITTSBURGH,PA,15217,3353,03,9,1000,195710,1,15,380000000,1,01,202312,4,3,02,0,12,341909,48835,48835,S212,LIVING IN NEIGHBORHOODS INC
721529328,HIGHMARK HEALTH,% MATTHEW PETERSON,120 5TH AVE STE 922,PITTSBURGH,PA,15222,6169,03,9,1000,201510,1,12,000000000,1,01,202012,4,5,01,0,12,,,,E21,PARK CARDIOTHORACIC AND VASCULAR IN
721529332,HIGHMARK HEALTH,% MATTHEW PETERSON,120 5TH AVE,TAX,PA,15222,6169,03,9,1000,201510,1,12,000000000,1,01,202012,4,5,01,0,12,,,,E21,JRMC SPECIALTY GROUP PRACTICE
721562844,SENECA PLACE,% EILEEN SIMMONS,600 GRANT ST 58TH FL C/O CORP TAX,PITTSBURGH,PA,15219,0000,03,3,1000,200507,1,12,000000000,1,01,202406,8,8,01,0,06,26017643,29967400,29815866,E20,
726185747,WHATLEY CHARITABLE TRUST,% COMPASS BANK,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1000,199804,1,04,350000000,2,01,202406,5,4,00,1,06,807575,467135,,T20J,
731496434,LIFE CHURCH INC,% BRUCE W SCHAFER II,855 MACBETH DRIVE,MONROEVILLE,PA,15146,0000,03,3,1700,200112,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
731678684,HOPE ALIVE MINISTRIES INC,% ROYCE S BARRETT,PO BOX 926,MCKEESPORT,PA,15134,0000,03,3,7000,200404,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
742093680,D D HACHAR CHARITABLE TRUST FUND,% LAREDO NATIONAL BANK TRUSTEE,500 1ST AVE,PITTSBURGH,PA,15219,0000,03,3,1200,198006,1,04,928000000,2,01,202404,8,6,00,1,04,12646510,3183061,,T20,
742338504,COLORADO SPEECH-LANGUAGE-HEARING FOUNDATION,% TERRY EBERLY,700 MCKNIGHT PARK DRIVE,PITTSBURGH,PA,15237,0000,03,3,1000,198412,1,16,040000000,1,01,202412,0,0,02,0,12,0,0,0,,
