EIN,ORG_NAME,AVG_RECENT_REVENUE,AVG_PRIOR_REVENUE,PCT_CHANGE,MOMENTUM_SCORE,VOLATILITY,MOMENTUM_CLASS
356359930,Paul K Overly Trust,7447,8497,-12.36,-12377,0.43,weak_down
356395824,John A Kollegge Trust,34275,46425,-26.17,-19158,0.69,turbulent
356398354,Everett F Brown Tr Uw,5725,10618,-46.09,4672,0.83,turbulent
356406002,John Bakes Scholarship Trust Fund,13714,3152,335.04,-4620,1.42,turbulent
356408534,Julia H Brink Unitrust,152519,371860,-58.98,-9649,0.79,turbulent
356432719,Sam Ropchan Enviromental Endowment Fund,8623,8291,4.01,-12275,0.48,stable
356433910,Elmer E Ostrom Trust Uw,22314,27131,-17.76,7281,0.67,turbulent
356441412,Louis W Fletcher Tr Uw,178444,203732,-12.41,-79799,0.48,weak_down
356451715,M Maxine Pierce Honecker Memorial Scholarship Fund,15497,30377,-48.98,174,1.16,turbulent
356463167,James Graham Brown Trust Fbo Springdale Cemetary,27303,16393,66.55,10616,0.45,strong_momentum_up
356465740,Starling W James And Bessie L James Charitable Tr,43314,29287,47.9,-155187,1.33,turbulent
356472429,Marie Lotz Trust,18998,72746,-73.88,-11311,0.81,turbulent
356480711,Harold N & Alice E Scherger Foundation,22387,47316,-52.69,19031,0.64,turbulent
356508488,Hypoliet Lapeer Testamentary Trust,23668,34775,-31.94,-6947,0.58,turbulent
356512443,Harry W Salon Foundation,166344,146649,13.43,64093,0.42,weak_up
356536740,William A And Mary Elizabeth Mitchell Foundation,1797512,1378789,30.37,-6634167,1.23,turbulent
356547210,Grahame And Thelma Somerville Scholarship Foundation,125302,241215,-48.05,97452,0.49,uncategorized
356547211,Graham And Thelma Somerville Charitable Trust,122595,306440,-59.99,88394,0.5,turbulent
356564249,Gaylord L Jackson Scholarship Fund,20680,15932,29.81,-18051,1.06,turbulent
356566366,Ernst Fam Scholarships Tr Ua 041490,32976,41322,-20.2,8077,0.77,turbulent
356586275,Larue Dawson Scholarship Tr,19084,64165,-70.26,1929,1.51,turbulent
356593983,The Frederick J Pfeiffer Foundaiton,952467,888356,7.22,-3420530,1.21,turbulent
356594190,Allegra Stewart Tr Ua 103093 Fbo Butler University 10 8305 004,166150,142364,16.71,-115392,0.46,weak_up
356598564,Frank J Smith Endowment Foundation,133519,257492,-48.15,-33020,0.6,turbulent
356598565,Parrot Charitable Foundation,33425,51405,-34.98,24937,0.66,turbulent
356599183,Anderson Huffman Scholarship Trust Fund,14155,38087,-62.83,1717,1.17,turbulent
356601064,F G Clark Tr Ua Fbo Leesburg Unit Methodist Church,22358,11796,89.53,36758,0.98,turbulent
356615379,Evelyn M Barrand And Blanche E Bradford Memorial Scholarship Fund,38926,36216,7.48,-54746,0.72,turbulent
356616389,St Joseph County 4 H Scholarship Tr,43792,66122,-33.77,-48719,0.46,strong_momentum_down
356624383,Esther Ruddick Tr Fbo Parkinsons Disease Foundation,19048,35805,-46.8,674,0.84,turbulent
356627244,Raymond Rosenberger Award Foundation,76529,78032,-1.93,-100862,0.72,turbulent
356630203,Herbert W Wunderlin Foundation,33149,73371,-54.82,-46096,0.99,turbulent
356630749,Gertrude B Dobbins Test Tr Uw,50994,84762,-39.84,-29124,0.7,turbulent
356633127,Dorothy S Warder Test Tr,24433,40489,-39.66,15875,0.87,turbulent
356646053,Nora E Wonning Scholarship Fund,58690,134221,-56.27,-37138,0.89,turbulent
356648858,George A Myers Memorial Scholarship Tr 10 M354006,7416,20774,-64.3,-1691,0.95,turbulent
356661246,James & Mary S Mayfield Irrv Tr 10 5540 009 063094,111223,108706,2.32,-126149,0.6,turbulent
356789755,Jeanne V Freeman Foundation,225321,525756,-57.14,-266988,0.7,turbulent
361787650,Slovene National Benefit Society,22195267,19223985,15.46,-3144126,0.17,weak_up
363132261,Natural Area Association,574715,497243,15.58,335714,0.34,weak_up
363480090,National Federation Of Municipal Analysts,569091,743101,-23.42,-307696,0.19,strong_momentum_down
363680991,International Microelectronics And Packaging Society,1077191,1589160,-32.22,-190248,0.23,strong_momentum_down
363832941,Wilbur S Mong Scholarship Fund,2753,2193,25.54,-338,0.54,turbulent
363974227,Allpeoplebehappy,1281166,1950679,-34.32,-940812,0.37,strong_momentum_down
364487949,Borough Of Oakmont Volunteer Fire Department,63961,49972,27.99,994,0.55,turbulent
364491002,Bike Pittsburgh Inc,1324376,1271264,4.18,256373,0.34,stable
364524953,Senator Maurice And Florence Lipscher Charitable Fund,108633,240542,-54.84,74674,0.77,turbulent
364563009,Center For Rural Outreach And Public Services Inc,323764,122319,164.69,125723,0.96,turbulent
364592814,Upmc And The Washington Hospital Cancer Center,5697201,5143914,10.76,403823,0.09,weak_up
364613133,The Rhoads Family Environmental Fund,3278498,2071448,58.27,988147,0.67,turbulent
364618424,Pittsburgh Fellows,286484,460716,-37.82,40920,0.55,turbulent
364638035,Vigilant Host Company 1 Relief Association,18756,17546,6.9,-7522,0.2,weak_up
364640711,Bethel St Clair Meals On Wheels,99991,90722,10.22,2565,0.09,weak_up
364711746,Dietrich Foundation,114351478,68156939,67.78,-10860500,1.21,turbulent
364813217,Asa Social Fund For Hidden Peoples,43906,57741,-23.96,9411,0.41,uncategorized
366024917,Tallman Boys Fund Trust First Of America Trust Co Ttee,85936,81461,5.49,2225,0.6,turbulent
366038745,Arthur Charles Drynan Trust 32 36633 8 City Natl Bank Trust Dept,2581,3274,-21.18,3434,0.48,uncategorized
366052494,Harry H Cleaveland Charitable Trust,16884,73514,-77.03,-19529,1.53,turbulent
366052501,Charles & Louise Esplin Trust Fund,77958,76656,1.7,56899,0.67,turbulent
366195312,Harriet L Nickerson Trust,24755,27456,-9.84,18798,0.82,turbulent
366551984,Employee Benefit Trust Of Harris Trust And Savings Bank And,143776602,146785792,-2.05,16665263,0.29,stable
366582462,Sarah W Larder Scholarship Trust Fbo Blackhawk College,18787,19946,-5.81,-25051,0.84,turbulent
366777452,Alfaretta Young Tryst,98706,132282,-25.38,-86695,1.2,turbulent
366777457,Harold Lee And Phyllis V Gardner Memorial Fund,53833,90007,-40.19,-7884,0.54,turbulent
366843839,Dorothy C Deisenroth Scholarship Trust,18455,19639,-6.03,-4169,0.54,turbulent
366851665,John Allen Higman Tr Uw,2115,3140,-32.64,136,0.73,turbulent
366872997,Dr L G Wisner & Winifred T Wisner Scholarship Trust Fund,11924,9027,32.1,-17427,0.65,turbulent
366889214,Philip F Schoch Tr,695001,216614,220.85,1003814,0.96,turbulent
366949602,Otto A Fritz And Lucile Wagner Fritz Scholarship Trust Fund,5449,11619,-53.1,-936,0.98,turbulent
367014470,Duke Energy Corp Post Retirement Medical Benifits Trust Veba Ii,3135137,49394289,-93.65,-9405086,0.85,turbulent
367201493,Norman B Williams Educational Tr,127338,252363,-49.54,-20353,0.99,turbulent
367201494,Norman B Williams Charitable Tr,40499,88256,-54.11,-69896,1.23,turbulent
367468174,Birmingham Southern College Thomas E Jernigan Scholarship Endowment F,351020,237940,47.52,-121575,0.44,uncategorized
367515019,Anna Lawler Charitable Tr,92750,230768,-59.81,-66502,0.63,turbulent
367540322,Warfel Trust For Millersville Mennonite Church,5894,16726,-64.76,-2227,0.91,turbulent
371316048,Orlene Drobisch Moore Charitable Foundation,16781,17957,-6.55,-24338,0.6,turbulent
371338566,Hilda M Padgett Charitable Tr,91483,117561,-22.18,28072,0.68,turbulent
371471404,Sojourner House Moms,1429814,1497107,-4.49,124748,0.38,stable
371492125,St Francis Academy Alumnae Association,28763,42878,-32.92,26874,0.27,uncategorized
371542425,The Health & Welfare Benefits Trust For Certain Retired Employees Of,3736779,3694746,1.14,-1065765,0.29,stable
371565775,Ak Steel Corporation Voluntary Employees Beneficiary Associaiton,2165079,1040193,108.14,119641,0.92,turbulent
376023981,Harriet Willams Charitable Trust,11301,22226,-49.15,-2287,0.71,turbulent
376024872,Thomas H Webb Trust,33755,56192,-39.93,22994,1.23,turbulent
376028040,Mabel Moir Lockwood Fund Fbo Children Home,397321,556717,-28.63,367515,0.57,turbulent
376029831,Matilda Detweiller Fbo Park District,1908,2710,-29.6,-893,0.37,strong_momentum_down
376029969,John T Rusher Scholarship Trust,24657,18455,33.61,-16871,1.19,turbulent
376030392,Louis S Oppenheim Trust,75413,213804,-64.73,-21527,1.05,turbulent
376043864,Mcroberts Memorial Law Scholarship Fund,54361,79350,-31.49,36917,0.84,turbulent
376050189,Fitzgerald Scholarship,213760,257469,-16.98,-64286,0.31,weak_down
376076376,Hoffman Memorial,8595,17945,-52.1,-2535,0.82,turbulent
376079188,Presbyterian Cemetery Tr Irr,2165,5227,-58.58,169,0.95,turbulent
376083107,Frank R Hartman Trust,173302,526157,-67.06,73955,1.38,turbulent
376110486,Arthur H Humes Memorial Foundation,10675,28542,-62.6,-4800,0.97,turbulent
376119749,St Francis Charitable Trust,3665592,2765821,32.53,-644061,0.39,uncategorized
376121599,J Kennedy & Donald Kincaid Tua Char,2912,3013,-3.33,322,0.46,stable
376121803,Elsie Drawyer Hodges Bradford Park Trust,24822,39831,-37.68,-8482,0.93,turbulent
376139279,E Pauline Hill Charitable Trust,2645,3379,-21.72,-156,0.52,turbulent
376147134,Bertha And Beatrice Hight Fund,57618,92166,-37.48,-15184,0.92,turbulent
376147135,Beatrice S Hight Nurses Training Fund,7461,20254,-63.16,3071,1.39,turbulent
376158843,J Carlyle Luther Tr,2388,2309,3.42,-2684,0.54,turbulent
376164954,Helen Trimble Tuw,16665,6926,140.62,-6647,1.72,turbulent
376167635,Earl L Kreps Bethel Presbyterian Church Trust Fund C/O Commercial N,19432,37869,-48.68,-6765,0.78,turbulent
376185293,Helen Post Hospital Trust,609173,494745,23.13,127894,0.18,strong_momentum_up
376193755,Helen Hartmen Trust Under Will F B O Crippled Childrens Center,41457,50652,-18.15,26132,0.58,turbulent
376193766,Agnes Siebenthal Scholarship Fund,45386,78588,-42.25,30542,0.52,turbulent
376226612,Virginia B Mcknight Scholarship Foundation Tr Under Will Dated 9 1,27325,18776,45.53,-26676,0.78,turbulent
376236337,Raymond Heuser Fbo 1 St Presbyterian,7145,8929,-19.98,-311,0.79,turbulent
376260224,Mershon Living Tr,11071,21017,-47.32,-7363,1.91,turbulent
376277500,Obrien Veba Scholarship Trust,208368,361984,-42.44,117286,0.44,uncategorized
376280346,Addie L Barrett Trust,81482,70651,15.33,80285,0.29,weak_up
376337761,Worner Trust,142101,478413,-70.3,-127369,1.44,turbulent
376341465,Mayme Case Omeara Charitalbe Trust,226347,297642,-23.95,94520,0.48,uncategorized
376351332,Elizabeth L & Louise M Stubblefield Tr,116152,337772,-65.61,-82972,1.32,turbulent
376378428,Joseph H Cannon Charitable Trust,250512,462407,-45.82,397370,0.89,turbulent
376389467,G Howard Harned & Mary E Harned Charitable Foundation Tr,42581,109663,-61.17,-74468,1.18,turbulent
376417639,Turner Corporation Veba Trusts,47579,217998,-78.17,-49800,2.34,turbulent
376466935,Warfel Trust For Colemanville United Methodist Church,6547,16673,-60.73,-2415,0.85,turbulent
382556937,Pan Icarian Brotherhood Of America,54507,48385,12.65,-9863,0.27,weak_up
382557743,Mignon Sherwood Delano Foundation,284998,552922,-48.46,-116809,0.68,turbulent
382585850,International Immunocompromised Host Society,65248,45592,43.11,36219,1.27,turbulent
382720188,Maxine Sprague Lahti Foundation For The Performing Arts,8222,22453,-63.38,-6162,1.27,turbulent
383078080,Olga Schiefer Charitable Tr,6934,19161,-63.81,-6108,1.1,turbulent
383162304,Fitch H Beach Charitable Foundation Trust,94939,364082,-73.92,-94913,0.9,turbulent
383381079,Bernard H Beal Scholarship Foundation,26468,119295,-77.81,-18024,1.37,turbulent
383649918,Pta Pennsylvania Congress,6287,25859,-75.69,6522,0.67,turbulent
383781911,Community Alliance Of Spring Garden  East Deutschtown,50842,43127,17.89,15058,0.52,turbulent
383807420,Mrs Claus Club North Hills,36319,35536,2.2,8419,0.38,stable
383867921,Horses With Hope,270191,168161,60.67,61541,0.43,strong_momentum_up
386040826,Flint Institute Of Arts Membership Endowment Tr Fund,749197,241040,210.82,-1721113,1.42,turbulent
386041533,Eleanor S Pitkin Tr Fbo Kz Fdn,49638,57357,-13.46,5828,0.64,turbulent
386041534,Constance R Brown Tr Fbo Kalamazoo Fdn,57740,58858,-1.9,7085,0.66,turbulent
386043873,Calvin P & Irma B Bentley Charitable Fnd,101385,67369,50.49,9429,0.34,strong_momentum_up
386049004,George H Young Iii Charitable Trust,17289,11236,53.87,-24176,0.69,turbulent
386049054,Paul R Kaunitz Charitable Trust,4502,7629,-40.98,-2874,0.67,turbulent
386057513,Greater Lansing Foundation,726022,1441610,-49.64,-421009,0.65,turbulent
386059780,M Williams Tuw Fbo Church Monroe,9649,12613,-23.5,5367,0.29,uncategorized
386059787,Solomon & Della Boyer Memorial Tr Security Bank Of Monroe Ttee,10687,36574,-70.78,-1231,1.26,turbulent
386065409,Millie K Upjohn & Mary S Kirby Memorial Tr,41154,47210,-12.83,5305,0.64,turbulent
386144355,Christie Salter Char Trust,59,308,-80.84,-5,1.49,turbulent
386149577,Bessie W Kenyon Trust Uw,59581,105499,-43.52,-44088,0.64,turbulent
386175164,Therese Witcher Charitable Trust,11699,19198,-39.06,-8127,0.64,turbulent
386177355,Monroe Catholic Central High School Scholarship Fund,85358,108745,-21.51,41745,0.6,turbulent
386194019,F W & Elsie L Heyl Science Scholarship Fund Tr,1965372,4451871,-55.85,1708463,0.49,uncategorized
386214779,Angel Priggooris Charitable Tr,58076,28660,102.64,-148950,1.19,turbulent
386216580,Harry C Orvis Trust U W,31043,52686,-41.08,615,0.58,turbulent
386302344,Florence Carey Trustr 82200 53 6,23824,53746,-55.67,-16478,1.12,turbulent
386304933,Frank Rasmer Trust Under Will,9378,9618,-2.49,-11056,0.33,stable
386345036,Grace S Brier Scholarship Fund,10825,33427,-67.62,-10458,1.4,turbulent
386345071,Olson L Anderson & Catherine Bastow Anderson Scholarship Trust,55576,99716,-44.27,17930,0.77,turbulent
386345205,Wilbur E Feldkamp Trust,15568,12630,23.26,-3912,0.41,uncategorized
386372488,Kalamazoo Community Foundation Charitable Trust,321124,248399,29.28,108571,0.59,turbulent
386385367,L Lee Stryker Memorial Trust,150733,114649,31.47,-63983,0.82,turbulent
386439469,Thomas M & Suzanne Whitney Charit Able Trust,11588,10389,11.54,-10488,0.83,turbulent
386446250,William Howard Allen Memorial Fund Uw 002 2231,61960,49315,25.64,-57260,0.83,turbulent
386470228,Genevieve U Gilmore Endowment For The Arts Atten Douglas Deleeuw,143151,116642,22.73,-61501,0.53,turbulent
386473593,Katheryn Murphy Trust Under Will,5086,12651,-59.79,-3777,0.67,turbulent
386531865,Hazen A & Rowena P Hafer University Of Michigan Scholarship Fund,16153,57879,-72.09,-12744,0.83,turbulent
386542792,Lucile K Diebel Testamentary Tr Uw,49071,69286,-29.18,-28824,0.58,turbulent
386570653,William And Josephine Roe Scholarship Fund,13769,56571,-75.66,-9558,0.89,turbulent
386572671,Dorothy Henckley Heyl Irrv Charitable Tr Fbo K College,288529,257594,12.01,200045,0.79,turbulent
386583253,Mary Mallery Davis Endowment Fund 4410576900,225366,84004,168.28,-215130,1.2,turbulent
386637604,Rhea E Miller Music Education Endowment Fund Ua 05 06 94,116039,109961,5.53,-73346,0.4,weak_up
386649957,Henry Marshall Tesner Irrv Tr 081193,8854,12680,-30.17,-10042,0.81,turbulent
386674101,Flint Institute Of Music Irrevocable Endowment Trust,952050,599111,58.91,-866233,0.89,turbulent
386679358,Wallace O Refke Trust,53996,37992,42.12,-18041,0.58,turbulent
386703010,Sara Margaret Leki Scholarship Fund,18797,31254,-39.86,-17639,0.6,turbulent
386739983,Rhea Hunting Trust Fbo The Kalamazoo Community Foundation,86344,102465,-15.73,8743,0.51,turbulent
386773712,Antoon And Nita Haboush Foundation,18300,18388,-0.47,-3418,0.86,turbulent
386805780,Tyler Sara E 1 St Chrisian Ch Bg Tr Uw,66187,121118,-45.35,-1861,1.13,turbulent
386814276,Merle Selfon Memorial Fund Charitable Tr,358428,834438,-57.05,-86044,0.53,turbulent
386814676,Allen S Mattingly Irrv Non Exempt Charitable Tr B,699376,533622,31.06,559978,0.34,strong_momentum_up
386863920,Charlotte@Austin Trust Fbo First Presbyterian Church,10676,45377,-76.47,-5850,1.38,turbulent
386892966,O Reilly H And H Oreilly Char Tr,678023,542877,24.89,-117484,0.54,turbulent
386897740,Herr Tr Fbo St Johns Lutheran Church Et Al,1133126,854149,32.66,765260,0.51,turbulent
386943268,Warfel Trust For Boehms United Methodist Church,6720,16719,-59.81,-2591,0.85,turbulent
386993571,Hawk Ridgeview Foundation,1427508,1162082,22.84,-204668,0.52,turbulent
387011787,The@Bruce And Barbara Wiegand Family Foundation,609949,413633,47.46,416155,1.59,turbulent
387054183,Katharine K Hoyler Charitable Trust,195056,207472,-5.98,33730,1.91,turbulent
387055987,The Mark And Mitzi Hofmann Foundation,33381,64850,-48.53,-13795,0.99,turbulent
387056011,Enid Storm Dwyer Foundation,61877,72804,-15.01,9588,1.45,turbulent
387088217,June H Geneen Charitable Foundation,1106210,4556905,-75.72,-1129428,1.26,turbulent
387097514,Philip And Patricia Muck Charitable Foundation,4045192,5838384,-30.71,8955919,1.59,turbulent
387099186,Merle E&Olive Lee Gilliand Tr Foundation,906162,3897922,-76.75,-449994,1.53,turbulent
387109571,Barbara Ann Curtis Tr,144346,969617,-85.11,157540,1.89,turbulent
387117153,Saundra Gerson Snyder Charitable Foundation,549,1067,-48.56,20,1.1,turbulent
387124571,Deaver Foundation,59535,77673,-23.35,24471,0.47,uncategorized
387128626,John 1 5 Foundation,22115,81606,-72.9,9023,0.97,turbulent
387169824,K&L Gates Llp Voluntary Employees Beneficiary Association,1327850,25020,5207.08,-2471984,1.26,turbulent
391669331,Enbridge Employee Services Inc Welfare Benefit Plans Trust,70689437,40416333,74.9,44491741,0.39,strong_momentum_up
411738267,Voluntary Employees Beneficiary Association For The General Mills,28326054,54721367,-48.24,-35334467,0.7,turbulent
411782433,General Mills Inc Voluntary Emp Beneficiary Assoc Non Union,25918929,32757859,-20.88,-22634452,0.65,turbulent
411861712,Corning Dances & Company,96803,99810,-3.01,9300,0.33,stable
411935100,National Association Of Subrogation Professionals,2035651,2520978,-19.25,535168,0.11,weak_down
412066180,Western Pennsylvania And Rescue Development Center,179669,43086,317.0,75870,0.75,turbulent
412108391,Skyview Volunteer Fire Company West Mifflin No 4 Relief Association,23942,23993,-0.21,1330,0.26,stable
412127319,Rebecca Residence Foundation,736579,1136659,-35.2,804928,0.72,turbulent
412133541,Keystone Greyhounds,53772,55098,-2.41,-7454,0.11,stable
412160007,Goshen Hill Foundation Inc,501713,184990,171.21,-262934,0.74,turbulent
412241079,Wilkinsburg Community Development Corporation,2435813,1736537,40.27,867113,0.75,turbulent
412264760,Open Hand Ministries Inc,553583,423188,30.81,111841,0.5,turbulent
412274255,Run Around The Square,40477,60467,-33.06,55811,0.5,uncategorized
416034134,Minnesota Speech Language Hearing Association,63533,96530,-34.18,3246,0.28,uncategorized
416500504,Mary E Grebinger Tr Uw,175733,114552,53.41,-234358,0.61,turbulent
416516669,Francis Harbison Tr For The Watson Inst,161638,417919,-61.32,-67419,0.69,turbulent
421310957,Margie L Brown Family Foundation,20875,8894,134.71,3769,0.8,turbulent
421336844,Association Of Otolaryngology Administrators,718090,1100321,-34.74,131735,0.18,uncategorized
421401380,Mid America Energy Co Master Veba Trust Agreement For Bargaining Ees,6480477,4162604,55.68,-2781479,0.49,uncategorized
421401491,Midamerican Energy Co Master Veba Trust Agreement For Nonbargaining,22422290,12191578,83.92,-38035419,0.79,turbulent
421540291,Newell Devalpine Foundation,144735,340852,-57.54,72523,0.54,turbulent
421547098,La Escuelita Arcoiris,873751,796441,9.71,325147,0.25,weak_up
421599729,United States Steel Corporation Retiree Health Benefits Reserve,172707,356954,-51.62,-182103,0.7,turbulent
421631628,Earthen Vessels Outreach,734713,633550,15.97,-137571,0.26,weak_up
421645067,Western Pennsylvania Firefighters Memorial Honor Guard Inc,14954,10227,46.22,283,0.55,turbulent
421646274,South Fayette Township Youth Football Association,58268,36248,60.75,28044,0.27,strong_momentum_up
421654295,Richard A Schaeffer Memorial Fund,5832,2008,190.38,2843,0.81,turbulent
426076353,United Steelworkers,20138,17761,13.39,6026,0.16,weak_up
431950649,Creedmoor Court Inc,250309,221767,12.87,13891,0.11,weak_up
431955325,Pittsburgh Chapter National Tooling And Machining Foundation Inc,799767,445453,79.54,-121702,0.7,turbulent
432024870,Rita M Mcginley Foundation,892994,718794,24.24,-775142,0.41,uncategorized
432057957,Dreams Of Hope,299902,357864,-16.2,227931,0.43,weak_down
432068912,Youthplaces,1769773,2011358,-12.01,164875,0.32,weak_down
432112710,Grow Pittsburgh,2101873,1274823,64.88,-672288,0.59,turbulent
436057313,Missouri Speech Language And Hearing Association,129166,254386,-49.22,74179,0.3,uncategorized
436237050,Trust Agreement For Duke Energy Corp Welfare Benefits Trust Veba I,411548572,408442450,0.76,6581774,0.22,stable
436266746,Hutton & Jost Memorial Trust,500298,845268,-40.81,158299,0.88,turbulent
436302002,Anheuser Busch Employees Benefit Trust,1245206,15002141,-91.7,-3700929,0.66,turbulent
436386411,Branch A M Trust Uw Mabud Hall,21750,29589,-26.49,-7880,0.67,turbulent
436638789,Revocable Trust Agreement Of Marco J & Pauline T Matranga,9921,11527,-13.93,-1396,0.45,weak_down
450466910,Naomis Place Transitional Housing Inc,84713,101564,-16.59,-10480,0.4,weak_down
450560925,Uptown Partners Of Pittsburgh,265733,246035,8.01,196583,0.44,weak_up
450594199,The Legacy Arts Project Inc,836334,401528,108.29,287171,0.85,turbulent
451582644,Assemble Inc,735664,405605,81.37,405906,0.56,turbulent
451682414,Urban Pathways K 5 College Charter School,7886943,5555165,41.97,1348278,0.31,strong_momentum_up
451783751,Lending Hearts,220717,234837,-6.01,-54692,0.45,weak_down
451866754,Jeremiahs Place   Pittsburgh Relief Nursery,1084246,733546,47.81,340386,0.51,turbulent
452029312,Butler Works Hourly And Salaried Union Retirees Health Care Fund,2785795,3368508,-17.3,-1651453,1.24,turbulent
452047948,Upmc St Clair Hospital Cancer Center,7678827,5826900,31.78,6194526,0.26,strong_momentum_up
452178782,Upmc Center For High Value Health Care,6776803,1993603,239.93,2347940,1.01,turbulent
452254804,Demetrios Anagnos Trust Fund,12295,24620,-50.06,-10009,0.71,turbulent
452296407,Organization Of Allderdice Rowers,60218,81236,-25.87,28339,0.29,uncategorized
452345288,Propel Charter School   Northside,9553611,7559211,26.38,1111999,0.36,strong_momentum_up
452499818,Aumakua Hawaii,14546,68814,-78.86,-18228,0.91,turbulent
452527170,Mccormick Dorman Post 694 Canteen Home Association Incorpora,78397,171397,-54.26,39670,0.3,uncategorized
452605421,New Christian Bible Study,319029,229964,38.73,10950,0.65,turbulent
452625796,Diversecity Enterprises Inc,135095,122001,10.73,140347,0.84,turbulent
452674498,Center For Responsible Shale Development Inc,159931,961308,-83.36,-359540,0.71,turbulent
452679891,Pink Pamper Inc,76266,33928,124.79,83353,0.71,turbulent
452685520,Friends Of Kenyan Missions Charitable Foundation,40042,46364,-13.63,-16573,0.58,turbulent
452703915,Sean Philipp Thornton Memorial Foundation,38089,28153,35.29,-27338,0.33,uncategorized
452720887,Scsl Pittsburgh Inc,13232,23509,-43.72,-21337,0.45,strong_momentum_down
452755558,Pubmusic,61970,98092,-36.82,-20425,0.29,strong_momentum_down
452831126,Connecting Champions,429706,273436,57.15,140053,0.75,turbulent
452932278,Alumni Theater Company,392459,556621,-29.49,122466,0.65,turbulent
452939374,Pittsburgh School For The Choral Arts,211759,198827,6.5,47322,0.2,weak_up
452941744,Theodore W And Betty J Eckels Foundation,939234,901777,4.15,1216780,0.76,turbulent
452994940,Steel City All Stars Fundraising Club,144427,130571,10.61,273475,0.64,turbulent
453071366,Aspinwall Riverfront Park Inc,1840430,606299,203.55,1081335,0.74,turbulent
453189751,Islamic Community Of Bosniaks In Pittsburgh,33259,14654,126.97,5511,0.59,turbulent
453210134,Rukmini Foundation,90119,61375,46.83,-101524,0.42,uncategorized
453541551,Serving Other Souls,47097,98356,-52.12,5375,0.52,turbulent
453563211,Village Theater Company,1205247,1197885,0.61,2037193,0.68,turbulent
453597525,Virginia B Squiers Foundation,1826078,631052,189.37,16309,1.56,turbulent
453647203,Edgar Levenson Charitable Foundation,289255,510377,-43.33,-504167,1.31,turbulent
453674900,Highmark Health,479676070,230904493,107.74,252222226,0.82,turbulent
453717455,Amachi Pittsburgh,1103953,747578,47.67,828315,0.36,strong_momentum_up
453738532,Victor K Phillips And Jancie Phillips Larrick Charitable Trust,277575,187921,47.71,165914,0.46,strong_momentum_up
453766786,Replay Foundation,113200,501799,-77.44,-145144,1.02,turbulent
453770370,Chamberlain Family Foundation,25,42,-40.94,-40,0.65,turbulent
453825452,Yes You Can Dance,25905,29178,-11.22,-26267,2.37,turbulent
453852117,Biggies Bullies,78563,71943,9.2,-72097,0.36,weak_up
453948869,Plum Baseball & Softball Association,147522,147324,0.13,65832,0.18,stable
453961250,Ahi West Deer Inc,421236,201462,109.09,642326,0.82,turbulent
454054372,Duttine Cavataio Fund,5486,7903,-30.58,21127,1.47,turbulent
454056842,Rathburn Family Foundation,513975,514525,-0.11,236741,0.91,turbulent
454153732,Hope Haven Farm Sanctuary,186418,121854,52.98,38571,0.36,strong_momentum_up
454169474,Get Paid Inc,91304,132260,-30.97,-3222,0.83,turbulent
454235890,Trade Institute Of Pittsburgh,1338193,1790871,-25.28,438905,0.58,turbulent
454316212,Pittsburgh Community Holding Corporation,144014,144021,-0.01,43,1.35,turbulent
454492547,Dlm Foundation,119397,421576,-71.68,-79325,0.99,turbulent
454528943,Dhru Gul Bhagwanani Pittsburgh Indian Senior Center,189932,73124,159.74,103151,1.12,turbulent
454602175,Pittsburgh Downtown Community Development Corporation,60361,118688,-49.14,-1999,0.35,strong_momentum_down
454650077,Shadow Student Athlete Development Services Inc,247745,342991,-27.77,-70630,0.38,strong_momentum_down
454663050,St Clair Washington Physician Services,540196,1542390,-64.98,-1408436,0.56,turbulent
454903942,Joint Asbestos Training And Educational Trust Iahfiaw Local 40,45257,44758,1.12,11595,0.26,stable
454941845,Pittsburgh Penguins Elite Amateur Hockey,2557323,2335980,9.48,327282,0.29,weak_up
455107297,North Hills Instrumental Parents Association,269695,379167,-28.87,232113,0.48,uncategorized
455127999,Western Pennsylvania Foot And Ankle Society,42430,57878,-26.69,-1620,0.27,strong_momentum_down
455249938,Propel Charter School   Pitcairn,5222783,5453294,-4.23,136831,0.13,stable
455398705,Pittsburgh Contingency,1067228,547631,94.88,790322,0.87,turbulent
455417308,Upmc,337299,337426,-0.04,71503,0.55,turbulent
455429765,Youth Opportunities Development,195118,115031,69.62,-177385,0.46,uncategorized
455436414,Off The Floor Pittsburgh,599141,535808,11.82,453071,0.4,weak_up
455483075,Plum Midget Football Assocation,145426,110848,31.19,61898,0.6,turbulent
455576740,No Dog Left Behind Inc,369814,555713,-33.45,-1969,0.52,turbulent
455603842,North American Society For The Study Of Personality Disorders,15558,45384,-65.72,-14275,0.66,turbulent
455606248,Quaker Valley Wrestling Association,40596,65942,-38.44,26136,0.29,uncategorized
456138214,Carl D And Neva B Light Charitable Tr,42975,25991,65.34,40108,0.54,turbulent
456201332,Peter Klerner Knoefel Fund,136761,162610,-15.9,9558,0.54,turbulent
456218538,Participating Union Gm Bankruptcy Claim Health Care Reimbursement Tr,405321,538000,-24.66,-1554843,1.24,turbulent
456466686,Roger And Sarah Bancroft Clark Private Foundation,94904,908237,-89.55,-44798,2.3,turbulent
456514618,Maxine S Lahti Charitable Tr,29244,158799,-81.58,-26466,1.39,turbulent
456523417,Selman Franzman Charitable Tr,90765,97259,-6.68,53552,1.65,turbulent
