EIN,ORG_NAME,REV_2019,REV_2020,REV_2021,REV_2022,REV_2023,CAGR,VOLATILITY,YEARS_UP,YEARS_DOWN,PEAK_YEAR,TROUGH_YEAR,REBOUND_RATE
356228777,John B Bennett Trust Nect,6782.0,38451.0,13349.0,136.0,,,16741.0,1,2,2020,2022,
356240984,Orr John H Residuary Fund Ta,35034.0,97906.0,200817.0,93186.0,,,68930.0,2,1,2021,2019,
356245279,Lela M Fetters Trust No 13078001,149923.0,145796.0,200850.0,1178075.0,,,506895.0,2,1,2022,2020,
356247168,English Bonter Mitchell Foundation,8084961.0,4652729.0,42613149.0,-340433.0,,,19548867.0,1,2,2021,2022,
356255328,Florence M & Paul M Staehle Foundation,187570.0,-21649.0,550741.0,20948.0,,,260377.0,1,2,2021,2020,
356259703,Harry Harter Trust Nect,,38892.0,15477.0,43449.0,473.0,,20206.0,1,2,2022,2023,0.0
356270529,Dr Samuel D Sledd Martha B & Mabel I Sledd Foundation,,66392.0,589599.0,56999.0,-55785.0,,288915.0,1,2,2021,2023,
356276421,Helen Davis Davenport Trust,50895.0,18272.0,52753.0,3293.0,,,24483.0,1,2,2021,2022,
356306228,Russell Huckstep Unitrust,5368.0,6201.0,68537.0,-11800.0,,,35296.0,2,1,2021,2022,
356313928,C James Burke Trust 20 Ho 0290 09 Mnu,115917.0,29272.0,87729.0,715.0,,,52740.0,1,2,2019,2022,
356323787,Meyer S Efroymson Tr,,93308.0,106846.0,97507.0,-21407.0,,60578.0,1,2,2021,2023,
356325234,Georgine Wilson Tr Fbo Shawe Mem,7928.0,-169.0,19980.0,268.0,,,9417.0,1,2,2021,2020,
356327244,Emily Hockemeyer Trust,,19027.0,43122.0,38940.0,3237.0,,18505.0,1,2,2021,2023,0.0
356337707,Jack & Mary Rains Scholarship Fund,55181.0,10823.0,33108.0,-11.0,,,24515.0,1,2,2019,2022,
356350291,Poinsatte Altman Foundation,94244.0,182000.0,175285.0,163246.0,,,40385.0,1,2,2020,2019,
356359930,Paul K Overly Trust,9628.0,12729.0,9260.0,352.0,,,5326.0,1,2,2020,2022,
356362051,Shuman Memorial Trust Fund,71179.0,18213.0,53624.0,-417.0,,,32610.0,1,2,2019,2022,
356395824,John A Kollegge Trust,45374.0,23110.0,75764.0,3952.0,,,30865.0,1,2,2021,2022,
356398354,Everett F Brown Tr Uw,5823.0,-1581.0,15665.0,3091.0,,,7283.0,1,2,2021,2020,
356406002,John Bakes Scholarship Trust Fund,6638.0,4878.0,36006.0,258.0,,,16265.0,1,2,2021,2022,
356408534,Julia H Brink Unitrust,,526404.0,24461.0,418284.0,14812.0,,265101.0,1,2,2020,2023,0.0
356432719,Sam Ropchan Enviromental Endowment Fund,,5609.0,13285.0,11576.0,1010.0,,5634.0,1,2,2021,2023,0.0
356433910,Elmer E Ostrom Trust Uw,24214.0,4279.0,51103.0,11560.0,,,20595.0,1,2,2021,2020,
356441412,Louis W Fletcher Tr Uw,210022.0,166102.0,282929.0,86303.0,,,82274.0,1,2,2021,2022,
356451715,M Maxine Pierce Honecker Memorial Scholarship Fund,66511.0,8693.0,28932.0,8867.0,,,27219.0,1,2,2019,2020,
356463167,James Graham Brown Trust Fbo Springdale Cemetary,11517.0,17727.0,35839.0,28343.0,,,10840.0,2,1,2021,2019,
356465740,Starling W James And Bessie L James Charitable Tr,,24766.0,122432.0,40267.0,-32755.0,,64066.0,1,2,2021,2023,
356472429,Marie Lotz Trust,54128.0,13698.0,40910.0,2387.0,,,23873.0,1,2,2019,2022,
356480711,Harold N & Alice E Scherger Foundation,,2894.0,42343.0,21925.0,,,19729.0,1,1,2021,2020,
356508488,Hypoliet Lapeer Testamentary Trust,47622.0,14892.0,48169.0,7945.0,,,21251.0,1,2,2021,2022,
356512443,Harry W Salon Foundation,,232012.0,159429.0,116081.0,223522.0,,55008.0,1,2,2020,2022,92.56
356519951,Herman & Anne Leaf Education Fund Tr,124269.0,40833.0,30860.0,395.0,,,52989.0,0,3,2019,2022,
356536740,William A And Mary Elizabeth Mitchell Foundation,,1619199.0,5932140.0,162424.0,-702027.0,,2946195.0,1,2,2021,2023,
356547210,Grahame And Thelma Somerville Scholarship Foundation,203128.0,8128.0,262198.0,105580.0,,,111657.0,1,2,2021,2020,
356547211,Graham And Thelma Somerville Charitable Trust,,26074.0,227243.0,114468.0,,,100830.0,1,1,2021,2020,
356564249,Gaylord L Jackson Scholarship Fund,16857.0,14473.0,51147.0,-3578.0,,,22849.0,1,2,2021,2022,
356566366,Ernst Fam Scholarships Tr Ua 041490,73476.0,16570.0,57711.0,24647.0,,,26960.0,1,2,2019,2020,
356586275,Larue Dawson Scholarship Tr,154400.0,9999.0,35325.0,11928.0,,,68630.0,1,2,2019,2020,
356593983,The Frederick J Pfeiffer Foundaiton,,991541.0,3070959.0,136013.0,-349571.0,,1511186.0,1,2,2021,2023,
356594190,Allegra Stewart Tr Ua 103093 Fbo Butler University 10 8305 004,111962.0,210682.0,192479.0,95290.0,,,57445.0,1,2,2020,2022,
356598564,Frank J Smith Endowment Foundation,,187250.0,36362.0,360854.0,3342.0,,163536.0,1,2,2022,2023,0.0
356598565,Parrot Charitable Foundation,,3243.0,68853.0,28180.0,,,33118.0,1,1,2021,2020,
356599183,Anderson Huffman Scholarship Trust Fund,82969.0,8871.0,23007.0,10588.0,,,34979.0,1,2,2019,2020,
356601064,F G Clark Tr Ua Fbo Leesburg Unit Methodist Church,4720.0,10216.0,9884.0,46974.0,,,19513.0,2,1,2022,2019,
356615379,Evelyn M Barrand And Blanche E Bradford Memorial Scholarship Fund,,24491.0,47671.0,76183.0,-7075.0,,35294.0,2,1,2022,2023,
356616389,St Joseph County 4 H Scholarship Tr,99507.0,53621.0,72854.0,4902.0,,,39924.0,1,2,2019,2022,
356624383,Esther Ruddick Tr Fbo Parkinsons Disease Foundation,71215.0,14231.0,28008.0,14905.0,,,26843.0,1,2,2019,2020,
356627244,Raymond Rosenberger Award Foundation,,14086.0,90341.0,149767.0,-10521.0,,73159.0,2,1,2022,2023,
356630203,Herbert W Wunderlin Foundation,,19934.0,50746.0,44051.0,4650.0,,21383.0,1,2,2021,2023,0.0
356630749,Gertrude B Dobbins Test Tr Uw,126134.0,35664.0,110778.0,6540.0,,,57792.0,1,2,2019,2022,
356633127,Dorothy S Warder Test Tr,75609.0,5282.0,46861.0,21157.0,,,30794.0,1,2,2019,2020,
356646053,Nora E Wonning Scholarship Fund,200172.0,41723.0,129762.0,4585.0,,,88090.0,1,2,2019,2022,
356648858,George A Myers Memorial Scholarship Tr 10 M354006,39277.0,3921.0,16098.0,2230.0,,,17086.0,1,2,2019,2022,
356661246,James & Mary S Mayfield Irrv Tr 10 5540 009 063094,96621.0,170364.0,119092.0,44215.0,,,52312.0,1,2,2020,2022,
356789755,Jeanne V Freeman Foundation,626055.0,93022.0,324452.0,294049.0,57464.0,(-44.96+0j),227159.0,1,3,2019,2023,0.0
357247970,Strader Fam Charitable Tr,521088.0,10300.0,35035.0,3973.0,,,252682.0,1,2,2019,2022,
357273755,Emma Montgomery Memorial Fund,,930110.0,87259.0,-8254.0,,,516405.0,0,2,2020,2022,
357279990,Order Of The Eastern Star Ch Tr,,6245.0,24448.0,-5861.0,,,15256.0,1,1,2021,2022,
361787650,Slovene National Benefit Society,20434056.0,28861815.0,17289930.0,,,,5983605.0,1,1,2020,2021,
363132261,Natural Area Association,494036.0,370614.0,428127.0,532177.0,763841.0,(11.51+0j),150841.0,3,1,2023,2020,106.1
363258987,Norweigan Elkhound Association Of America Inc,,,,49614.0,,,,0,0,2022,2022,
363480090,National Federation Of Municipal Analysts,816719.0,381531.0,509023.0,,,,223726.0,1,1,2019,2020,
363680991,International Microelectronics And Packaging Society,1532885.0,1437449.0,546923.0,1247201.0,,,445577.0,1,2,2019,2021,
363832941,Wilbur S Mong Scholarship Fund,,2097.0,2652.0,3293.0,2314.0,,522.0,2,1,2022,2020,10.35
363974227,Allpeoplebehappy,2284817.0,2051894.0,680523.0,1111082.0,,,761404.0,1,2,2019,2021,
364487949,Borough Of Oakmont Volunteer Fire Department,47866.0,68132.0,54625.0,69126.0,,,10417.0,2,1,2022,2019,
364491002,Bike Pittsburgh Inc,1157055.0,1261784.0,1193188.0,1518157.0,,,162969.0,2,1,2022,2019,
364524953,Senator Maurice And Florence Lipscher Charitable Fund,205629.0,-42495.0,336217.0,32179.0,,,170817.0,1,2,2021,2020,
364563009,Center For Rural Outreach And Public Services Inc,102180.0,245098.0,355375.0,370821.0,,,124133.0,3,0,2022,2019,
364592814,Upmc And The Washington Hospital Cancer Center,5390600.0,5506565.0,5674651.0,5910388.0,,,225686.0,3,0,2022,2019,
364613133,The Rhoads Family Environmental Fund,3211887.0,2509332.0,3828683.0,3497479.0,,,561427.0,1,2,2021,2020,
364618424,Pittsburgh Fellows,360377.0,268267.0,282000.0,309187.0,,,40671.0,2,1,2019,2020,
364638035,Vigilant Host Company 1 Relief Association,14902.0,25135.0,13521.0,17613.0,,,5182.0,2,1,2020,2021,
364640711,Bethel St Clair Meals On Wheels,91313.0,105313.0,86784.0,107878.0,,,10351.0,2,1,2022,2021,
364711746,Dietrich Foundation,76422895.0,93476192.0,166962550.0,82615692.0,,,41991252.0,2,1,2021,2019,
364813217,Asa Social Fund For Hidden Peoples,39698.0,42418.0,37472.0,51829.0,,,6316.0,2,1,2022,2021,
364831759,Alcoa Foundation,17068416.0,5082676.0,16045632.0,13229137.0,,,5430838.0,1,2,2019,2020,
364894566,Baldwin Whitehall Athletic Association,107101.0,,69822.0,89911.0,,,18658.0,1,0,2019,2021,
366024917,Tallman Boys Fund Trust First Of America Trust Co Ttee,,76955.0,67889.0,119806.0,70114.0,,24384.0,1,2,2022,2021,3.28
366038745,Arthur Charles Drynan Trust 32 36633 8 City Natl Bank Trust Dept,,1087.0,2135.0,4521.0,,,1760.0,2,0,2022,2020,
366052494,Harry H Cleaveland Charitable Trust,171592.0,14462.0,41259.0,-5067.0,,,79651.0,1,2,2019,2022,
366052501,Charles & Louise Esplin Trust Fund,167323.0,25547.0,125882.0,82446.0,,,60700.0,1,2,2019,2020,
366195312,Harriet L Nickerson Trust,60248.0,11898.0,31671.0,30696.0,,,19944.0,1,2,2019,2020,
366551984,Employee Benefit Trust Of Harris Trust And Savings Bank And,139188601.0,136095330.0,142473885.0,152760593.0,,,7238748.0,2,1,2022,2020,
366582462,Sarah W Larder Scholarship Trust Fbo Blackhawk College,,4653.0,22736.0,35942.0,-2315.0,,17369.0,2,1,2022,2023,
366777452,Alfaretta Young Tryst,294377.0,61225.0,260364.0,-25470.0,,,154567.0,1,2,2019,2022,
366777457,Harold Lee And Phyllis V Gardner Memorial Fund,120678.0,35827.0,97729.0,27943.0,,,45726.0,1,2,2019,2022,
366843839,Dorothy C Deisenroth Scholarship Trust,,32464.0,11806.0,35922.0,7637.0,,14301.0,1,2,2022,2023,0.0
366851665,John Allen Higman Tr Uw,6342.0,1621.0,2969.0,1757.0,,,2198.0,1,2,2019,2020,
366872997,Dr L G Wisner & Winifred T Wisner Scholarship Trust Fund,,6242.0,15466.0,22269.0,-1961.0,,10592.0,2,1,2022,2023,
366889214,Philip F Schoch Tr,1325149.0,,,,,,,0,0,2019,2019,
366949602,Otto A Fritz And Lucile Wagner Fritz Scholarship Trust Fund,25812.0,2712.0,11861.0,1776.0,,,11151.0,1,2,2019,2022,
367201493,Norman B Williams Educational Tr,,543964.0,98160.0,206049.0,77807.0,,215780.0,1,2,2020,2023,0.0
367201494,Norman B Williams Charitable Tr,,203871.0,47920.0,95554.0,-21976.0,,94881.0,1,2,2020,2023,
367468174,Birmingham Southern College Thomas E Jernigan Scholarship Endowment F,236611.0,291892.0,590852.0,170317.0,,,185729.0,2,1,2021,2022,
367515019,Anna Lawler Charitable Tr,292732.0,67672.0,209408.0,1170.0,,,132438.0,1,2,2019,2022,
367540322,Warfel Trust For Millersville Mennonite Church,13029.0,3804.0,12303.0,1577.0,,,5838.0,1,2,2019,2022,
367738483,Teubert Charitable Tr,210148.0,273.0,19097.0,-508.0,,,102332.0,1,2,2019,2022,
371316048,Orlene Drobisch Moore Charitable Foundation,,29060.0,30416.0,13849.0,6078.0,,11862.0,1,2,2021,2023,0.0
371338566,Hilda M Padgett Charitable Tr,241505.0,50045.0,146289.0,78117.0,,,85204.0,1,2,2019,2020,
371471404,Sojourner House Moms,1536344.0,1408316.0,1348064.0,1533064.0,,,93661.0,1,2,2019,2021,
371492125,St Francis Academy Alumnae Association,50807.0,31935.0,12306.0,34805.0,39180.0,(-6.29+0j),14006.0,2,2,2019,2021,218.38
371542425,The Health & Welfare Benefits Trust For Certain Retired Employees Of,3890154.0,4162583.0,3950937.0,3096818.0,,,467035.0,1,2,2020,2022,
371565775,Ak Steel Corporation Voluntary Employees Beneficiary Associaiton,2404796.0,2120614.0,2134370.0,2240255.0,,,131237.0,2,1,2019,2020,
371656195,Wilkinsburg Christian Housing,3630.0,,,,,,,0,0,2019,2019,
376023981,Harriet Willams Charitable Trust,16711.0,6912.0,22367.0,4625.0,,,8331.0,1,2,2021,2022,
376024872,Thomas H Webb Trust,144934.0,12987.0,52299.0,35981.0,,,57881.0,1,2,2019,2020,
376028040,Mabel Moir Lockwood Fund Fbo Children Home,943694.0,77299.0,669850.0,444814.0,,,366440.0,1,2,2019,2020,
376029831,Matilda Detweiller Fbo Park District,3627.0,2162.0,2294.0,1269.0,,,972.0,1,2,2019,2022,
376029969,John T Rusher Scholarship Trust,27890.0,10360.0,70123.0,-6511.0,,,32918.0,1,2,2021,2022,
376030392,Louis S Oppenheim Trust,364694.0,48003.0,151762.0,26476.0,,,154637.0,1,2,2019,2022,
376043864,Mcroberts Memorial Law Scholarship Fund,165893.0,20071.0,86026.0,56988.0,,,61954.0,1,2,2019,2020,
376050189,Fitzgerald Scholarship,197090.0,190835.0,323896.0,126549.0,,,82603.0,1,2,2021,2022,
376076376,Hoffman Memorial,34570.0,4604.0,19112.0,2069.0,,,15002.0,1,2,2019,2022,
376079188,Presbyterian Cemetery Tr Irr,10383.0,1870.0,2587.0,2039.0,,,4120.0,1,2,2019,2020,
376083107,Frank R Hartman Trust,144498.0,48747.0,348459.0,122702.0,,,128292.0,1,2,2021,2020,
376110486,Arthur H Humes Memorial Foundation,58431.0,6234.0,24357.0,1434.0,,,25838.0,1,2,2019,2022,
376119749,St Francis Charitable Trust,1795561.0,3181931.0,5276976.0,2537870.0,,,1497220.0,2,1,2021,2019,
376121599,J Kennedy & Donald Kincaid Tua Char,2873.0,1672.0,5072.0,1994.0,,,1533.0,1,2,2021,2020,
376121803,Elsie Drawyer Hodges Bradford Park Trust,70853.0,9976.0,62997.0,1494.0,,,35642.0,1,2,2019,2022,
376139279,E Pauline Hill Charitable Trust,5178.0,1942.0,4208.0,1786.0,,,1682.0,1,2,2019,2022,
376147134,Bertha And Beatrice Hight Fund,157347.0,18693.0,150653.0,3509.0,,,82780.0,1,2,2019,2022,
376147135,Beatrice S Hight Nurses Training Fund,45478.0,2415.0,14483.0,5486.0,,,19686.0,1,2,2019,2020,
376158843,J Carlyle Luther Tr,1614.0,2955.0,3938.0,271.0,,,1597.0,2,1,2021,2022,
376164954,Helen Trimble Tuw,7831.0,3193.0,50258.0,-3454.0,,,24313.0,1,2,2021,2022,
376167635,Earl L Kreps Bethel Presbyterian Church Trust Fund C/O Commercial N,57898.0,10766.0,43531.0,4001.0,,,25844.0,1,2,2019,2022,
376185293,Helen Post Hospital Trust,550282.0,576579.0,546468.0,704473.0,,,74560.0,2,1,2022,2021,
376193755,Helen Hartmen Trust Under Will F B O Crippled Childrens Center,48861.0,3943.0,90353.0,30075.0,,,36372.0,1,2,2021,2020,
376193766,Agnes Siebenthal Scholarship Fund,85452.0,17270.0,71077.0,47812.0,,,29779.0,1,2,2019,2020,
376226612,Virginia B Mcknight Scholarship Foundation Tr Under Will Dated 9 1,,233.0,28345.0,51962.0,1669.0,,24609.0,2,1,2022,2020,616.31
376236337,Raymond Heuser Fbo 1 St Presbyterian,17790.0,3660.0,14428.0,3349.0,,,7407.0,1,2,2019,2022,
376260224,Mershon Living Tr,30236.0,8341.0,23894.0,978.0,,,13531.0,1,2,2019,2022,
376277500,Obrien Veba Scholarship Trust,369804.0,129470.0,248879.0,246756.0,,,98125.0,1,2,2019,2020,
376280346,Addie L Barrett Trust,63845.0,29742.0,104679.0,110027.0,,,37697.0,2,1,2022,2020,
376337761,Worner Trust,,1052028.0,114657.0,324359.0,-12712.0,,475715.0,1,2,2020,2023,
376341465,Mayme Case Omeara Charitalbe Trust,469435.0,116379.0,351763.0,210899.0,,,155327.0,1,2,2019,2020,
376351332,Elizabeth L & Louise M Stubblefield Tr,765062.0,62481.0,306466.0,-20491.0,,,352885.0,1,2,2019,2022,
376378428,Joseph H Cannon Charitable Trust,995604.0,76730.0,200708.0,474100.0,,,407857.0,2,1,2019,2020,
376389467,G Howard Harned & Mary E Harned Charitable Foundation Tr,283569.0,13668.0,79294.0,43625.0,4826.0,(-63.88+0j),114772.0,1,3,2019,2023,0.0
376417639,Turner Corporation Veba Trusts,324504.0,55201.0,82136.0,5401.0,,,142064.0,1,2,2019,2022,
376466935,Warfel Trust For Colemanville United Methodist Church,13548.0,4261.0,13534.0,1846.0,,,6135.0,1,2,2019,2022,
376693081,Warren J Becks Scholarship Fund Tr,,8174.0,16419.0,9507.0,,,4426.0,1,1,2021,2020,
376695025,Dellma Jewell Mitchell Tr,1055924.0,73453.0,702105.0,-47335.0,,,522739.0,1,2,2019,2022,
382556937,Pan Icarian Brotherhood Of America,60943.0,32527.0,63828.0,45728.0,53965.0,(-2.99+0j),12654.0,2,2,2021,2020,65.91
382557743,Mignon Sherwood Delano Foundation,630981.0,196783.0,578238.0,79974.0,,,274217.0,1,2,2019,2022,
382585850,International Immunocompromised Host Society,6480.0,17880.0,123767.0,54099.0,,,52861.0,2,1,2021,2019,
382720188,Maxine Sprague Lahti Foundation For The Performing Arts,48630.0,5783.0,19263.0,-379.0,,,21805.0,1,2,2019,2022,
383078080,Olga Schiefer Charitable Tr,39663.0,5622.0,15668.0,-486.0,,,17667.0,1,2,2019,2022,
383162304,Fitch H Beach Charitable Foundation Trust,379854.0,76943.0,225846.0,-17970.0,,,174252.0,1,2,2019,2022,
383381079,Bernard H Beal Scholarship Foundation,78549.0,19865.0,57700.0,1841.0,,,34928.0,1,2,2019,2022,
383649918,Pta Pennsylvania Congress,18602.0,33569.0,-11382.0,35104.0,-4860.0,(-49.45+50.55j),21501.0,2,2,2022,2021,
383781911,Community Alliance Of Spring Garden  East Deutschtown,53470.0,42029.0,53412.0,57087.0,,,6543.0,2,1,2022,2020,
383807420,Mrs Claus Club North Hills,43882.0,12776.0,,52301.0,,,20819.0,0,1,2022,2020,
383822258,Carrick Community Council,,66950.0,25020.0,,,,29649.0,0,1,2020,2021,
383867921,Horses With Hope,210762.0,228392.0,292248.0,289933.0,,,41922.0,2,1,2021,2019,
383975053,Giving It Forward Together,,57651.0,90063.0,78148.0,,,16394.0,1,1,2021,2020,
384135485,Humane Action Pittsburgh,,,54571.0,300600.0,,,173969.0,1,0,2022,2021,
386040826,Flint Institute Of Arts Membership Endowment Tr Fund,,111179.0,1896923.0,174859.0,175810.0,,872012.0,2,1,2021,2020,58.13
386041533,Eleanor S Pitkin Tr Fbo Kz Fdn,39859.0,38084.0,66918.0,43912.0,,,13374.0,1,2,2021,2020,
386041534,Constance R Brown Tr Fbo Kalamazoo Fdn,47830.0,44076.0,77985.0,51161.0,,,15422.0,1,2,2021,2020,
386043873,Calvin P & Irma B Bentley Charitable Fnd,54037.0,80191.0,134346.0,89620.0,,,33444.0,2,1,2021,2019,
386049004,George H Young Iii Charitable Trust,12115.0,25695.0,24653.0,1519.0,,,11455.0,1,2,2020,2022,
386049054,Paul R Kaunitz Charitable Trust,9203.0,3421.0,9540.0,547.0,,,4426.0,1,2,2021,2022,
386057513,Greater Lansing Foundation,2262610.0,578557.0,1441963.0,157548.0,,,936003.0,1,2,2019,2022,
386059780,M Williams Tuw Fbo Church Monroe,12629.0,7364.0,8854.0,12731.0,,,2709.0,2,1,2022,2020,
386059787,Solomon & Della Boyer Memorial Tr Security Bank Of Monroe Ttee,74685.0,5650.0,21994.0,4419.0,,,32986.0,1,2,2019,2022,
386065409,Millie K Upjohn & Mary S Kirby Memorial Tr,33152.0,31224.0,55710.0,36529.0,,,11253.0,1,2,2021,2020,
386144355,Christie Salter Char Trust,589.0,90.0,2.0,85.0,,,268.0,1,2,2019,2021,
386149577,Bessie W Kenyon Trust Uw,148249.0,45622.0,131587.0,1534.0,,,69871.0,1,2,2019,2022,
386175164,Therese Witcher Charitable Trust,25981.0,8858.0,25508.0,731.0,,,12544.0,1,2,2019,2022,
386177355,Monroe Catholic Central High School Scholarship Fund,194156.0,60744.0,92842.0,102489.0,,,57251.0,2,1,2019,2020,
386194019,F W & Elsie L Heyl Science Scholarship Fund Tr,5553104.0,454317.0,3279020.0,2162780.0,,,2137116.0,1,2,2019,2020,
386214779,Angel Priggooris Charitable Tr,,23020.0,139169.0,44842.0,-9781.0,,63973.0,1,2,2021,2023,
386216580,Harry C Orvis Trust U W,,22205.0,48106.0,22820.0,,,14780.0,1,1,2021,2020,
386302344,Florence Carey Trustr 82200 53 6,114924.0,12634.0,62684.0,-3844.0,,,53619.0,1,2,2019,2022,
386304933,Frank Rasmer Trust Under Will,8750.0,14703.0,9786.0,3647.0,,,4534.0,1,2,2020,2022,
386345036,Grace S Brier Scholarship Fund,75682.0,10036.0,22862.0,-422.0,,,33797.0,1,2,2019,2022,
386345071,Olson L Anderson & Catherine Bastow Anderson Scholarship Trust,167649.0,24890.0,99020.0,42820.0,,,64322.0,1,2,2019,2020,
386345205,Wilbur E Feldkamp Trust,,11739.0,14079.0,22458.0,10167.0,,5473.0,2,1,2022,2023,0.0
386372488,Kalamazoo Community Foundation Charitable Trust,126924.0,177396.0,500010.0,285967.0,,,165509.0,2,1,2021,2019,
386385367,L Lee Stryker Memorial Trust,203954.0,37021.0,123319.0,269544.0,59336.0,(-26.56+0j),97791.0,2,2,2022,2020,60.28
386439469,Thomas M & Suzanne Whitney Charit Able Trust,9423.0,16986.0,11281.0,6498.0,,,4422.0,1,2,2020,2022,
386446250,William Howard Allen Memorial Fund Uw 002 2231,53226.0,81011.0,81120.0,23751.0,,,27369.0,2,1,2021,2022,
386470228,Genevieve U Gilmore Endowment For The Arts Atten Douglas Deleeuw,216549.0,35465.0,118657.0,253641.0,57156.0,(-28.32+0j),96114.0,2,2,2022,2020,61.16
386473593,Katheryn Murphy Trust Under Will,16317.0,3692.0,11653.0,-85.0,,,7448.0,1,2,2019,2022,
386531865,Hazen A & Rowena P Hafer University Of Michigan Scholarship Fund,58210.0,11754.0,37697.0,-990.0,,,26482.0,1,2,2019,2022,
386542792,Lucile K Diebel Testamentary Tr Uw,96560.0,40437.0,95165.0,11613.0,,,42007.0,1,2,2019,2022,
386570653,William And Josephine Roe Scholarship Fund,38814.0,10015.0,30837.0,457.0,,,17824.0,1,2,2019,2022,
386572671,Dorothy Henckley Heyl Irrv Charitable Tr Fbo K College,267129.0,63328.0,538886.0,263373.0,,,195252.0,1,2,2021,2020,
386583253,Mary Mallery Davis Endowment Fund 4410576900,53198.0,178825.0,533578.0,-36305.0,,,250242.0,2,1,2021,2022,
386637604,Rhea E Miller Music Education Endowment Fund Ua 05 06 94,103846.0,147575.0,126313.0,74229.0,,,31409.0,1,2,2020,2022,
386649957,Henry Marshall Tesner Irrv Tr 081193,21491.0,7106.0,22394.0,-2936.0,,,12181.0,1,2,2021,2022,
386674101,Flint Institute Of Music Irrevocable Endowment Trust,235850.0,747774.0,2226835.0,-118459.0,,,1032392.0,2,1,2021,2022,
386679358,Wallace O Refke Trust,29259.0,40914.0,98201.0,22873.0,,,34413.0,2,1,2021,2022,
386687836,Jack Levene Irrv Tr Fbo Congregation Of Moses,,,,4856.0,,,,0,0,2022,2022,
386703010,Sara Margaret Leki Scholarship Fund,31859.0,15716.0,42600.0,-1923.0,,,19437.0,1,2,2021,2022,
386739983,Rhea Hunting Trust Fbo The Kalamazoo Community Foundation,70967.0,67071.0,116147.0,75814.0,,,22715.0,1,2,2021,2020,
386773712,Antoon And Nita Haboush Foundation,34172.0,8267.0,41786.0,4849.0,,,18458.0,1,2,2021,2022,
386805780,Tyler Sara E 1 St Chrisian Ch Bg Tr Uw,269215.0,29576.0,141270.0,27715.0,,,114562.0,1,2,2019,2022,
386814276,Merle Selfon Memorial Fund Charitable Tr,807457.0,213897.0,733534.0,127853.0,,,349275.0,1,2,2019,2022,
386814676,Allen S Mattingly Irrv Non Exempt Charitable Tr B,,470195.0,487302.0,563546.0,1047280.0,,273164.0,3,0,2023,2020,122.73
386863920,Charlotte@Austin Trust Fbo First Presbyterian Church,102379.0,7157.0,23564.0,1307.0,,,46809.0,1,2,2019,2022,
386892966,O Reilly H And H Oreilly Char Tr,440765.0,422349.0,1306856.0,304865.0,,,462697.0,1,2,2021,2022,
386897740,Herr Tr Fbo St Johns Lutheran Church Et Al,639493.0,317159.0,1999800.0,1082419.0,,,730811.0,1,2,2021,2020,
386943268,Warfel Trust For Boehms United Methodist Church,13431.0,4558.0,13635.0,1967.0,,,6024.0,1,2,2021,2022,
386993571,Hawk Ridgeview Foundation,1368370.0,1419546.0,1648100.0,1214878.0,,,179405.0,2,1,2021,2022,
387011787,The@Bruce And Barbara Wiegand Family Foundation,619260.0,165994.0,1081706.0,582149.0,,,374383.0,1,2,2021,2020,
387054183,Katharine K Hoyler Charitable Trust,179181.0,144759.0,261920.0,178489.0,,,49880.0,1,2,2021,2020,
387055987,The Mark And Mitzi Hofmann Foundation,5553.0,25810.0,62320.0,12015.0,,,25378.0,2,1,2021,2019,
387056011,Enid Storm Dwyer Foundation,74554.0,63186.0,49673.0,72774.0,,,11400.0,1,2,2019,2021,
387088217,June H Geneen Charitable Foundation,,532881.0,1571788.0,1304484.0,442360.0,,560744.0,1,2,2021,2023,0.0
387097514,Philip And Patricia Muck Charitable Foundation,17326409.0,1221600.0,736459.0,10177519.0,,,7933449.0,1,2,2019,2021,
387099186,Merle E&Olive Lee Gilliand Tr Foundation,,-55566.0,976117.0,1216246.0,526123.0,,559513.0,2,1,2022,2020,
387109571,Barbara Ann Curtis Tr,117717.0,5716.0,264067.0,163256.0,,,107146.0,1,2,2021,2020,
387117153,Saundra Gerson Snyder Charitable Foundation,650.0,489.0,649.0,509.0,,,87.0,1,2,2019,2020,
387124571,Deaver Foundation,49652.0,33480.0,87175.0,57951.0,,,22499.0,1,2,2021,2020,
387128626,John 1 5 Foundation,17375.0,6343.0,44638.0,15366.0,,,16517.0,1,2,2021,2020,
387132674,Opportunity Foundation,2646233.0,,4565988.0,2929012.0,,,1036429.0,0,1,2021,2019,
387144999,Fragale Family Foundation,3299.0,3505.0,11086.0,4612.0,,,3686.0,2,1,2021,2019,
387165456,Richard And Janice Rawe Foundation,19745.0,22111.0,61861.0,90931.0,,,34166.0,3,0,2022,2019,
387169824,K&L Gates Llp Voluntary Employees Beneficiary Association,25007.0,2497007.0,1461520.0,25023.0,,,1204880.0,1,2,2020,2019,
387177225,Moura Veloso Charitable Foundation,2112.0,2046.0,2005.0,2359.0,,,159.0,1,2,2022,2021,
387191488,Combined Baker Trust,239961.0,104571.0,248103.0,66061.0,,,93033.0,1,2,2021,2022,
387195921,Joan W Rhame Foundation Ima,1279107.0,1158171.0,651055.0,758237.0,,,303999.0,1,2,2019,2021,
387203442,Francesca Charitable Foundation,,113396.0,584042.0,34.0,,,309684.0,1,1,2021,2022,
387242251,Cherry Avenue Foundation,3004426.0,83646.0,228500.0,69616.0,,,1440378.0,1,2,2019,2022,
